dayStart,duration,elev,Duration in Days
2019-12-02,6.0,5.56,0.0
2019-12-30,12.0,9.75,0.0
2020-01-27,4.0,9.89,0.0
2020-03-10,18.0,8.96,0.0
2020-04-11,3.0,10.0,0.0
2020-07-17,8.0,8.7,0.0
2020-07-29,2.0,5.71,0.0
2020-08-04,1.0,9.17,0.0
2020-08-09,3.0,9.95,0.0
2020-08-17,5.0,9.63,0.0
2020-09-13,3.0,8.65,0.0
2020-09-17,1.0,8.75,0.0
2020-10-13,3.0,8.25,0.0
2021-05-05,38.0,9.93,1.0
2021-06-19,4.0,9.91,0.0
2021-06-24,5.0,9.29,0.0
2021-07-06,2.0,6.35,0.0
2021-07-10,6.0,9.84,0.0
2021-07-17,2.0,9.26,0.0
2021-07-20,6.0,6.03,0.0
2021-07-27,1.0,6.75,0.0
2021-07-31,2.0,7.97,0.0
2021-08-04,14.0,6.27,0.0
2021-08-20,3.0,5.36,0.0
2021-08-24,2.0,6.27,0.0
2021-08-28,2.0,8.92,0.0
2021-08-31,4.0,5.92,0.0
2021-09-10,3.0,5.89,0.0
2021-09-14,4.0,5.06,0.0
2021-09-22,3.0,6.29,0.0
2021-09-29,3.0,8.32,0.0
2021-10-06,1.0,5.37,0.0
2021-10-16,2.0,6.33,0.0
2021-10-20,4.0,6.39,0.0
2021-10-31,8.0,6.12,0.0
2021-11-10,4.0,5.78,0.0
2021-12-10,1.0,5.31,0.0
2021-12-15,1.0,5.36,0.0
2021-12-22,3.0,6.59,0.0
2022-01-04,1.0,7.9,0.0
2022-01-06,3.0,8.41,0.0
2022-01-14,4.0,9.64,0.0
2022-01-21,17.0,9.44,0.0
2022-02-15,15.0,6.18,0.0
2022-03-05,8.0,9.96,0.0
2022-04-10,48.0,9.88,2.0
2022-06-14,6.0,9.68,0.0
2022-06-24,3.0,5.68,0.0
2022-07-13,3.0,5.19,0.0
2022-07-21,3.0,5.68,0.0
2022-07-29,2.0,5.23,0.0
2022-08-06,2.0,5.89,0.0
2022-08-09,5.0,7.05,0.0
2022-08-19,3.0,6.59,0.0
2022-08-25,2.0,5.18,0.0
2022-09-01,1.0,5.55,0.0
2022-09-08,1.0,5.36,0.0
2022-09-14,2.0,5.7,0.0
2022-09-20,3.0,5.1,0.0
2022-09-28,1.0,5.15,0.0
2022-10-02,1.0,5.3,0.0
2022-10-10,7.0,5.29,0.0
2022-11-18,28.0,5.51,1.0
2023-01-11,2.0,9.44,0.0
2023-01-20,2.0,9.95,0.0
2023-02-13,3.0,9.94,0.0
2023-03-01,57.0,9.44,2.0
2023-05-15,36.0,9.61,1.0
2023-06-21,6.0,5.36,0.0
2023-07-03,8.0,9.33,0.0
2023-07-12,4.0,6.79,0.0
2023-07-18,3.0,5.02,0.0
2023-07-24,4.0,8.83,0.0
2023-07-30,2.0,7.89,0.0
2023-08-02,3.0,5.04,0.0
2023-08-15,4.0,6.34,0.0
2023-08-22,3.0,5.05,0.0
2023-08-31,3.0,5.45,0.0
2023-09-07,5.0,5.51,0.0
2023-09-23,6.0,5.14,0.0
