Reading,Receive,Value,Unit,Data Quality
2020-12-30 23:38:11,2020-12-30 23:38:26,0.27,ft,A
2020-12-30 23:35:04,2020-12-30 23:35:19,0.24,ft,A
2020-12-30 23:08:11,2020-12-30 23:08:26,0.13,ft,A
2020-12-30 22:38:04,2020-12-30 22:38:19,0.12,ft,A
2020-12-30 22:08:06,2020-12-30 22:08:22,0.07,ft,A
2020-12-30 21:38:09,2020-12-30 21:38:24,0.17,ft,A
2020-12-30 21:08:02,2020-12-30 21:08:17,0.09,ft,A
2020-12-30 20:38:04,2020-12-30 20:38:19,0.17,ft,A
2020-12-30 20:08:07,2020-12-30 20:08:22,0.13,ft,A
2020-12-30 19:55:09,2020-12-30 19:55:26,0.13,ft,A
2020-12-30 19:38:06,2020-12-30 19:38:21,0.24,ft,A
2020-12-30 19:08:09,2020-12-30 19:08:24,0.23,ft,A
2020-12-30 18:38:11,2020-12-30 18:38:26,0.28,ft,A
2020-12-30 18:31:07,2020-12-30 18:31:22,0.28,ft,A
2020-12-30 18:08:02,2020-12-30 18:08:17,0.18,ft,A
2020-12-30 17:38:04,2020-12-30 17:38:19,0.2,ft,A
2020-12-30 17:08:07,2020-12-30 17:08:22,0.24,ft,A
2020-12-30 16:38:08,2020-12-30 16:38:23,0.2,ft,A
2020-12-30 16:08:10,2020-12-30 16:08:26,0.17,ft,A
2020-12-30 15:38:03,2020-12-30 15:38:18,0.15,ft,A
2020-12-30 15:08:06,2020-12-30 15:08:21,0.17,ft,A
2020-12-30 14:38:07,2020-12-30 14:38:21,0.12,ft,A
2020-12-30 14:08:10,2020-12-30 14:08:25,0.16,ft,A
2020-12-30 13:38:02,2020-12-30 13:38:17,0.14,ft,A
2020-12-30 13:08:05,2020-12-30 13:08:20,0.11,ft,A
2020-12-30 12:38:07,2020-12-30 12:38:22,0.07,ft,A
2020-12-30 12:08:10,2020-12-30 12:08:25,0.02,ft,A
2020-12-30 11:38:02,2020-12-30 11:38:16,-0.01,ft,A
2020-12-30 11:08:05,2020-12-30 11:08:20,0.02,ft,A
2020-12-30 10:38:06,2020-12-30 10:38:21,0.04,ft,A
2020-12-30 10:08:09,2020-12-30 10:08:24,-0.02,ft,A
2020-12-30 09:38:09,2020-12-30 09:38:26,0.05,ft,A
2020-12-30 09:27:11,2020-12-30 09:27:26,0,ft,A
2020-12-30 09:08:05,2020-12-30 09:08:20,-0.1,ft,A
2020-12-30 08:38:07,2020-12-30 08:38:21,-0.01,ft,A
2020-12-30 08:08:10,2020-12-30 08:08:25,0.04,ft,A
2020-12-30 07:38:02,2020-12-30 07:38:17,0.04,ft,A
2020-12-30 07:08:05,2020-12-30 07:08:20,-0.03,ft,A
2020-12-30 06:38:08,2020-12-30 06:38:22,0.03,ft,A
2020-12-30 06:08:10,2020-12-30 06:08:25,0.06,ft,A
2020-12-30 05:38:03,2020-12-30 05:38:18,0.06,ft,A
2020-12-30 05:08:05,2020-12-30 05:08:20,0.13,ft,A
2020-12-30 04:38:08,2020-12-30 04:38:23,0.05,ft,A
2020-12-30 04:08:10,2020-12-30 04:08:26,0.1,ft,A
2020-12-30 03:38:03,2020-12-30 03:38:17,0.05,ft,A
2020-12-30 03:08:06,2020-12-30 03:08:21,0.1,ft,A
2020-12-30 02:38:08,2020-12-30 02:38:22,0.08,ft,A
2020-12-30 02:08:11,2020-12-30 02:08:26,0.09,ft,A
2020-12-30 01:38:03,2020-12-30 01:38:18,0.11,ft,A
2020-12-30 01:08:06,2020-12-30 01:08:20,0.08,ft,A
2020-12-30 00:38:07,2020-12-30 00:38:22,0.17,ft,A
2020-12-30 00:08:09,2020-12-30 00:08:24,0.11,ft,A
2020-12-29 23:38:10,2020-12-29 23:38:25,0.1,ft,A
2020-12-29 23:08:02,2020-12-29 23:08:18,0.13,ft,A
2020-12-29 22:38:05,2020-12-29 22:38:20,0.06,ft,A
2020-12-29 22:08:08,2020-12-29 22:08:23,0.12,ft,A
2020-12-29 21:38:10,2020-12-29 21:38:25,0.19,ft,A
2020-12-29 21:08:02,2020-12-29 21:08:18,0.17,ft,A
2020-12-29 20:38:05,2020-12-29 20:38:20,0.26,ft,A
2020-12-29 20:08:08,2020-12-29 20:08:23,0.21,ft,A
2020-12-29 19:38:10,2020-12-29 19:38:24,0.22,ft,A
2020-12-29 19:08:03,2020-12-29 19:08:18,0.25,ft,A
2020-12-29 18:38:05,2020-12-29 18:38:20,0.29,ft,A
2020-12-29 18:08:08,2020-12-29 18:08:23,0.31,ft,A
2020-12-29 17:38:10,2020-12-29 17:38:26,0.25,ft,A
2020-12-29 17:08:03,2020-12-29 17:08:18,0.23,ft,A
2020-12-29 16:38:06,2020-12-29 16:38:21,0.24,ft,A
2020-12-29 16:08:08,2020-12-29 16:08:23,0.22,ft,A
2020-12-29 15:38:11,2020-12-29 15:38:26,0.26,ft,A
2020-12-29 15:08:03,2020-12-29 15:08:18,0.29,ft,A
2020-12-29 14:38:06,2020-12-29 14:38:20,0.28,ft,A
2020-12-29 14:08:08,2020-12-29 14:08:23,0.29,ft,A
2020-12-29 13:38:10,2020-12-29 13:38:26,0.34,ft,A
2020-12-29 13:08:03,2020-12-29 13:08:18,0.4,ft,A
2020-12-29 13:05:06,2020-12-29 13:05:21,0.39,ft,A
2020-12-29 12:38:03,2020-12-29 12:38:18,0.28,ft,A
2020-12-29 12:08:06,2020-12-29 12:08:21,0.37,ft,A
2020-12-29 11:38:08,2020-12-29 11:38:24,0.42,ft,A
2020-12-29 11:08:11,2020-12-29 11:08:26,0.39,ft,A
2020-12-29 10:38:04,2020-12-29 10:38:19,0.48,ft,A
2020-12-29 10:08:07,2020-12-29 10:08:22,0.44,ft,A
2020-12-29 09:38:09,2020-12-29 09:38:24,0.38,ft,A
2020-12-29 09:08:02,2020-12-29 09:08:16,0.38,ft,A
2020-12-29 08:38:04,2020-12-29 08:38:20,0.44,ft,A
2020-12-29 08:08:07,2020-12-29 08:08:22,0.39,ft,A
2020-12-29 07:38:10,2020-12-29 07:38:24,0.46,ft,A
2020-12-29 07:08:02,2020-12-29 07:08:16,0.39,ft,A
2020-12-29 06:38:05,2020-12-29 06:38:20,0.35,ft,A
2020-12-29 06:08:07,2020-12-29 06:08:22,0.32,ft,A
2020-12-29 05:38:10,2020-12-29 05:38:25,0.38,ft,A
2020-12-29 05:08:02,2020-12-29 05:08:18,0.39,ft,A
2020-12-29 04:38:05,2020-12-29 04:38:20,0.37,ft,A
2020-12-29 04:08:07,2020-12-29 04:08:22,0.36,ft,A
2020-12-29 03:38:10,2020-12-29 03:38:24,0.36,ft,A
2020-12-29 03:08:02,2020-12-29 03:08:18,0.4,ft,A
2020-12-29 02:38:05,2020-12-29 02:38:20,0.39,ft,A
2020-12-29 02:08:08,2020-12-29 02:08:22,0.39,ft,A
2020-12-29 01:38:10,2020-12-29 01:38:24,0.4,ft,A
2020-12-29 01:08:03,2020-12-29 01:08:18,0.42,ft,A
2020-12-29 00:38:04,2020-12-29 00:38:19,0.37,ft,A
2020-12-29 00:08:06,2020-12-29 00:08:20,0.36,ft,A
2020-12-28 23:38:07,2020-12-28 23:38:22,0.35,ft,A
2020-12-28 23:08:09,2020-12-28 23:08:24,0.35,ft,A
2020-12-28 22:38:02,2020-12-28 22:38:16,0.37,ft,A
2020-12-28 22:08:04,2020-12-28 22:08:20,0.36,ft,A
2020-12-28 21:38:07,2020-12-28 21:38:22,0.38,ft,A
2020-12-28 21:08:10,2020-12-28 21:08:25,0.35,ft,A
2020-12-28 20:38:02,2020-12-28 20:38:18,0.41,ft,A
2020-12-28 20:08:05,2020-12-28 20:08:20,0.42,ft,A
2020-12-28 19:38:08,2020-12-28 19:38:22,0.46,ft,A
2020-12-28 19:08:10,2020-12-28 19:08:25,0.44,ft,A
2020-12-28 18:38:03,2020-12-28 18:38:18,0.4,ft,A
2020-12-28 18:08:05,2020-12-28 18:08:20,0.44,ft,A
2020-12-28 17:38:08,2020-12-28 17:38:23,0.44,ft,A
2020-12-28 17:08:09,2020-12-28 17:08:26,0.44,ft,A
2020-12-28 16:38:02,2020-12-28 16:38:16,0.41,ft,A
2020-12-28 16:08:03,2020-12-28 16:08:20,0.45,ft,A
2020-12-28 15:38:06,2020-12-28 15:38:20,0.45,ft,A
2020-12-28 15:08:08,2020-12-28 15:08:24,0.42,ft,A
2020-12-28 14:38:11,2020-12-28 14:38:25,0.44,ft,A
2020-12-28 14:08:04,2020-12-28 14:08:19,0.5,ft,A
2020-12-28 13:38:06,2020-12-28 13:38:20,0.46,ft,A
2020-12-28 13:08:09,2020-12-28 13:08:24,0.47,ft,A
2020-12-28 12:38:02,2020-12-28 12:38:16,0.49,ft,A
2020-12-28 12:08:04,2020-12-28 12:08:19,0.5,ft,A
2020-12-28 12:03:04,2020-12-28 12:03:18,0.49,ft,A
2020-12-28 11:38:06,2020-12-28 11:38:20,0.39,ft,A
2020-12-28 11:08:08,2020-12-28 11:08:24,0.41,ft,A
2020-12-28 10:38:11,2020-12-28 10:38:25,0.42,ft,A
2020-12-28 10:08:09,2020-12-28 10:08:24,0.43,ft,A
2020-12-28 09:38:11,2020-12-28 09:38:26,0.35,ft,A
2020-12-28 09:08:04,2020-12-28 09:08:18,0.31,ft,A
2020-12-28 08:38:06,2020-12-28 08:38:21,0.4,ft,A
2020-12-28 08:08:09,2020-12-28 08:08:23,0.35,ft,A
2020-12-28 07:38:02,2020-12-28 07:38:17,0.43,ft,A
2020-12-28 07:08:04,2020-12-28 07:08:18,0.45,ft,A
2020-12-28 06:38:07,2020-12-28 06:38:22,0.44,ft,A
2020-12-28 06:08:09,2020-12-28 06:08:24,0.46,ft,A
2020-12-28 05:38:02,2020-12-28 05:38:16,0.5,ft,A
2020-12-28 05:08:04,2020-12-28 05:08:20,0.48,ft,A
2020-12-28 04:38:07,2020-12-28 04:38:22,0.47,ft,A
2020-12-28 04:08:10,2020-12-28 04:08:25,0.5,ft,A
2020-12-28 03:38:11,2020-12-28 03:38:27,0.5,ft,A
2020-12-28 03:08:04,2020-12-28 03:08:18,0.53,ft,A
2020-12-28 02:38:06,2020-12-28 02:38:22,0.5,ft,A
2020-12-28 02:08:08,2020-12-28 02:08:24,0.51,ft,A
2020-12-28 01:38:11,2020-12-28 01:38:26,0.54,ft,A
2020-12-28 01:08:04,2020-12-28 01:08:18,0.57,ft,A
2020-12-28 00:38:06,2020-12-28 00:38:20,0.51,ft,A
2020-12-28 00:08:09,2020-12-28 00:08:24,0.52,ft,A
2020-12-27 23:38:03,2020-12-27 23:38:18,0.51,ft,A
2020-12-27 23:08:06,2020-12-27 23:08:21,0.53,ft,A
2020-12-27 22:38:08,2020-12-27 22:38:22,0.52,ft,A
2020-12-27 22:08:11,2020-12-27 22:08:26,0.55,ft,A
2020-12-27 21:38:03,2020-12-27 21:38:17,0.55,ft,A
2020-12-27 21:08:06,2020-12-27 21:08:20,0.51,ft,A
2020-12-27 20:38:08,2020-12-27 20:38:23,0.53,ft,A
2020-12-27 20:08:11,2020-12-27 20:08:26,0.53,ft,A
2020-12-27 19:38:04,2020-12-27 19:38:19,0.55,ft,A
2020-12-27 19:08:06,2020-12-27 19:08:20,0.57,ft,A
2020-12-27 18:38:09,2020-12-27 18:38:23,0.58,ft,A
2020-12-27 18:08:11,2020-12-27 18:08:26,0.59,ft,A
2020-12-27 17:38:04,2020-12-27 17:38:18,0.59,ft,A
2020-12-27 17:08:07,2020-12-27 17:08:22,0.6,ft,A
2020-12-27 16:38:09,2020-12-27 16:38:23,0.62,ft,A
2020-12-27 16:08:02,2020-12-27 16:08:16,0.63,ft,A
2020-12-27 15:38:04,2020-12-27 15:38:19,0.63,ft,A
2020-12-27 15:08:06,2020-12-27 15:08:22,0.65,ft,A
2020-12-27 14:38:09,2020-12-27 14:38:23,0.65,ft,A
2020-12-27 14:08:02,2020-12-27 14:08:16,0.65,ft,A
2020-12-27 13:38:04,2020-12-27 13:38:19,0.63,ft,A
2020-12-27 13:08:07,2020-12-27 13:08:22,0.65,ft,A
2020-12-27 12:38:09,2020-12-27 12:38:24,0.66,ft,A
2020-12-27 12:08:02,2020-12-27 12:08:16,0.67,ft,A
2020-12-27 11:38:04,2020-12-27 11:38:19,0.67,ft,A
2020-12-27 11:08:07,2020-12-27 11:08:22,0.66,ft,A
2020-12-27 10:38:09,2020-12-27 10:38:24,0.66,ft,A
2020-12-27 10:08:02,2020-12-27 10:08:16,0.64,ft,A
2020-12-27 09:38:04,2020-12-27 09:38:19,0.63,ft,A
2020-12-27 09:08:07,2020-12-27 09:08:22,0.64,ft,A
2020-12-27 08:38:10,2020-12-27 08:38:24,0.64,ft,A
2020-12-27 08:08:02,2020-12-27 08:08:17,0.65,ft,A
2020-12-27 07:38:05,2020-12-27 07:38:19,0.62,ft,A
2020-12-27 07:08:08,2020-12-27 07:08:23,0.64,ft,A
2020-12-27 06:38:10,2020-12-27 06:38:24,0.65,ft,A
2020-12-27 06:08:03,2020-12-27 06:08:18,0.65,ft,A
2020-12-27 05:38:05,2020-12-27 05:38:20,0.65,ft,A
2020-12-27 05:08:08,2020-12-27 05:08:23,0.66,ft,A
2020-12-27 04:38:10,2020-12-27 04:38:24,0.69,ft,A
2020-12-27 04:08:03,2020-12-27 04:08:18,0.69,ft,A
2020-12-27 03:38:06,2020-12-27 03:38:20,0.71,ft,A
2020-12-27 03:08:08,2020-12-27 03:08:22,0.7,ft,A
2020-12-27 02:38:11,2020-12-27 02:38:26,0.71,ft,A
2020-12-27 02:08:03,2020-12-27 02:08:17,0.71,ft,A
2020-12-27 01:38:04,2020-12-27 01:38:18,0.71,ft,A
2020-12-27 01:08:06,2020-12-27 01:08:21,0.71,ft,A
2020-12-27 00:38:09,2020-12-27 00:38:23,0.74,ft,A
2020-12-27 00:08:02,2020-12-27 00:08:16,0.74,ft,A
2020-12-26 23:38:11,2020-12-26 23:38:26,0.73,ft,A
2020-12-26 23:08:04,2020-12-26 23:08:18,0.71,ft,A
2020-12-26 22:38:06,2020-12-26 22:38:20,0.68,ft,A
2020-12-26 22:08:09,2020-12-26 22:08:23,0.66,ft,A
2020-12-26 21:38:11,2020-12-26 21:38:25,0.68,ft,A
2020-12-26 21:08:04,2020-12-26 21:08:18,0.73,ft,A
2020-12-26 20:38:06,2020-12-26 20:38:22,0.75,ft,A
2020-12-26 20:08:09,2020-12-26 20:08:24,0.76,ft,A
2020-12-26 19:38:02,2020-12-26 19:38:16,0.76,ft,A
2020-12-26 19:08:04,2020-12-26 19:08:18,0.74,ft,A
2020-12-26 18:38:07,2020-12-26 18:38:22,0.73,ft,A
2020-12-26 18:08:09,2020-12-26 18:08:23,0.75,ft,A
2020-12-26 17:38:02,2020-12-26 17:38:16,0.79,ft,A
2020-12-26 17:08:04,2020-12-26 17:08:20,0.8,ft,A
2020-12-26 16:38:07,2020-12-26 16:38:22,0.8,ft,A
2020-12-26 16:08:10,2020-12-26 16:08:24,0.78,ft,A
2020-12-26 15:38:02,2020-12-26 15:38:16,0.81,ft,A
2020-12-26 15:08:05,2020-12-26 15:08:19,0.84,ft,A
2020-12-26 14:38:08,2020-12-26 14:38:22,0.9,ft,A
2020-12-26 14:08:10,2020-12-26 14:08:25,0.93,ft,A
2020-12-26 13:38:03,2020-12-26 13:38:17,0.91,ft,A
2020-12-26 13:08:06,2020-12-26 13:08:20,0.95,ft,A
2020-12-26 12:38:08,2020-12-26 12:38:23,0.97,ft,A
2020-12-26 12:08:11,2020-12-26 12:08:25,0.95,ft,A
2020-12-26 11:38:03,2020-12-26 11:38:17,0.95,ft,A
2020-12-26 11:08:06,2020-12-26 11:08:20,0.99,ft,A
2020-12-26 10:38:08,2020-12-26 10:38:22,1.01,ft,A
2020-12-26 10:08:11,2020-12-26 10:08:25,1.08,ft,A
2020-12-26 09:38:03,2020-12-26 09:38:17,1.07,ft,A
2020-12-26 09:08:06,2020-12-26 09:08:20,0.98,ft,A
2020-12-26 08:38:07,2020-12-26 08:38:23,0.94,ft,A
2020-12-26 08:08:10,2020-12-26 08:08:24,0.96,ft,A
2020-12-26 07:38:02,2020-12-26 07:38:17,0.95,ft,A
2020-12-26 07:08:05,2020-12-26 07:08:19,0.95,ft,A
2020-12-26 06:38:07,2020-12-26 06:38:21,0.97,ft,A
2020-12-26 06:08:10,2020-12-26 06:08:24,1.01,ft,A
2020-12-26 05:38:02,2020-12-26 05:38:17,1.03,ft,A
2020-12-26 05:08:05,2020-12-26 05:08:19,1,ft,A
2020-12-26 04:38:08,2020-12-26 04:38:22,1,ft,A
2020-12-26 04:08:10,2020-12-26 04:08:24,1.04,ft,A
2020-12-26 03:38:03,2020-12-26 03:38:17,1.02,ft,A
2020-12-26 03:08:05,2020-12-26 03:08:20,1,ft,A
2020-12-26 02:38:08,2020-12-26 02:38:22,1.01,ft,A
2020-12-26 02:08:10,2020-12-26 02:08:25,0.96,ft,A
2020-12-26 01:38:03,2020-12-26 01:38:17,0.96,ft,A
2020-12-26 01:08:06,2020-12-26 01:08:21,0.99,ft,A
2020-12-26 00:38:08,2020-12-26 00:38:23,1.04,ft,A
2020-12-26 00:08:11,2020-12-26 00:08:25,1.02,ft,A
2020-12-25 23:38:02,2020-12-25 23:38:16,1.02,ft,A
2020-12-25 23:08:04,2020-12-25 23:08:18,1.01,ft,A
2020-12-25 22:38:07,2020-12-25 22:38:21,0.97,ft,A
2020-12-25 22:08:09,2020-12-25 22:08:23,0.97,ft,A
2020-12-25 21:38:02,2020-12-25 21:38:16,1.04,ft,A
2020-12-25 21:08:04,2020-12-25 21:08:19,1.09,ft,A
2020-12-25 20:38:07,2020-12-25 20:38:21,1.13,ft,A
2020-12-25 20:08:10,2020-12-25 20:08:24,1.13,ft,A
2020-12-25 19:38:02,2020-12-25 19:38:16,1.13,ft,A
2020-12-25 19:08:05,2020-12-25 19:08:19,1.16,ft,A
2020-12-25 18:38:08,2020-12-25 18:38:22,1.14,ft,A
2020-12-25 18:08:10,2020-12-25 18:08:24,1.12,ft,A
2020-12-25 17:38:03,2020-12-25 17:38:17,1.13,ft,A
2020-12-25 17:08:05,2020-12-25 17:08:19,1.12,ft,A
2020-12-25 16:38:08,2020-12-25 16:38:22,1.14,ft,A
2020-12-25 16:08:10,2020-12-25 16:08:25,1.17,ft,A
2020-12-25 15:38:03,2020-12-25 15:38:17,1.16,ft,A
2020-12-25 15:08:06,2020-12-25 15:08:20,1.19,ft,A
2020-12-25 14:38:08,2020-12-25 14:38:22,1.23,ft,A
2020-12-25 14:08:10,2020-12-25 14:08:25,1.13,ft,A
2020-12-25 13:38:03,2020-12-25 13:38:17,1.04,ft,A
2020-12-25 13:08:05,2020-12-25 13:08:19,1.11,ft,A
2020-12-25 12:38:08,2020-12-25 12:38:22,1.12,ft,A
2020-12-25 12:08:09,2020-12-25 12:08:25,1.1,ft,A
2020-12-25 12:01:05,2020-12-25 12:01:19,1.12,ft,A
2020-12-25 11:38:10,2020-12-25 11:38:24,1.22,ft,A
2020-12-25 11:08:10,2020-12-25 11:08:24,1.22,ft,A
2020-12-25 10:38:02,2020-12-25 10:38:16,1.14,ft,A
2020-12-25 10:08:04,2020-12-25 10:08:19,1.09,ft,A
2020-12-25 09:38:07,2020-12-25 09:38:21,1.08,ft,A
2020-12-25 09:08:05,2020-12-25 09:08:44,1.18,ft,A
2020-12-25 09:07:10,2020-12-25 09:07:25,1.18,ft,A
2020-12-25 08:38:05,2020-12-25 08:38:19,1.28,ft,A
2020-12-25 08:08:08,2020-12-25 08:08:22,1.36,ft,A
2020-12-25 07:38:10,2020-12-25 07:38:24,1.37,ft,A
2020-12-25 07:08:03,2020-12-25 07:08:17,1.31,ft,A
2020-12-25 06:38:06,2020-12-25 06:38:20,1.24,ft,A
2020-12-25 06:08:08,2020-12-25 06:08:22,1.21,ft,A
2020-12-25 05:38:10,2020-12-25 05:38:25,1.24,ft,A
2020-12-25 05:08:03,2020-12-25 05:08:17,1.24,ft,A
2020-12-25 04:38:05,2020-12-25 04:38:19,1.2,ft,A
2020-12-25 04:08:08,2020-12-25 04:08:22,1.22,ft,A
2020-12-25 03:38:09,2020-12-25 03:38:25,1.2,ft,A
2020-12-25 03:08:05,2020-12-25 03:08:19,1.2,ft,A
2020-12-25 02:38:02,2020-12-25 02:38:17,1.23,ft,A
2020-12-25 02:08:04,2020-12-25 02:08:18,1.25,ft,A
2020-12-25 01:38:01,2020-12-25 01:38:15,1.21,ft,A
2020-12-25 01:08:10,2020-12-25 01:08:24,1.16,ft,A
2020-12-25 00:50:11,2020-12-25 00:50:25,1.09,ft,A
2020-12-25 00:38:04,2020-12-25 00:38:18,0.99,ft,A
2020-12-25 00:33:05,2020-12-25 00:33:21,0.94,ft,A
2020-12-25 00:08:07,2020-12-25 00:08:21,0.82,ft,A
2020-12-24 23:38:05,2020-12-24 23:38:19,0.91,ft,A
2020-12-24 23:08:08,2020-12-24 23:08:22,0.8,ft,A
2020-12-24 22:38:10,2020-12-24 22:38:25,0.84,ft,A
2020-12-24 22:34:11,2020-12-24 22:34:25,0.84,ft,A
2020-12-24 22:08:11,2020-12-24 22:08:27,0.74,ft,A
2020-12-24 21:38:02,2020-12-24 21:38:16,0.82,ft,A
2020-12-24 21:08:07,2020-12-24 21:08:46,0.87,ft,A
2020-12-24 20:38:02,2020-12-24 20:38:19,0.9,ft,A
2020-12-24 20:31:08,2020-12-24 20:31:22,0.83,ft,A
2020-12-24 20:23:08,2020-12-24 20:23:22,0.71,ft,A
2020-12-24 20:16:09,2020-12-24 20:16:23,0.59,ft,A
2020-12-24 20:08:03,2020-12-24 20:08:17,0.49,ft,A
2020-12-24 20:05:06,2020-12-24 20:05:20,0.47,ft,A
2020-12-24 19:38:04,2020-12-24 19:38:18,0.37,ft,A
2020-12-24 19:31:10,2020-12-24 19:31:24,0.47,ft,A
2020-12-24 19:08:08,2020-12-24 19:08:22,0.58,ft,A
2020-12-24 19:00:06,2020-12-24 19:00:20,0.58,ft,A
2020-12-24 18:38:03,2020-12-24 18:38:19,0.68,ft,A
2020-12-24 18:08:02,2020-12-24 18:08:16,0.7,ft,A
2020-12-24 17:38:02,2020-12-24 17:38:40,0.68,ft,A
2020-12-24 17:08:04,2020-12-24 17:08:21,0.65,ft,A
2020-12-24 16:38:07,2020-12-24 16:38:21,0.71,ft,A
2020-12-24 16:26:03,2020-12-24 16:26:17,0.66,ft,A
2020-12-24 16:08:07,2020-12-24 16:08:23,0.56,ft,A
2020-12-24 15:38:10,2020-12-24 15:38:24,0.48,ft,A
2020-12-24 15:29:03,2020-12-24 15:29:17,0.53,ft,A
2020-12-24 15:08:09,2020-12-24 15:08:23,0.63,ft,A
2020-12-24 14:38:01,2020-12-24 14:38:16,0.64,ft,A
2020-12-24 14:33:10,2020-12-24 14:33:25,0.63,ft,A
2020-12-24 14:22:07,2020-12-24 14:22:21,0.52,ft,A
2020-12-24 14:15:11,2020-12-24 14:15:25,0.42,ft,A
2020-12-24 14:08:06,2020-12-24 14:08:21,0.31,ft,A
2020-12-24 13:48:08,2020-12-24 13:48:22,0.27,ft,A
2020-12-24 13:38:09,2020-12-24 13:38:23,0.38,ft,A
2020-12-24 13:35:02,2020-12-24 13:35:16,0.42,ft,A
2020-12-24 13:08:10,2020-12-24 13:08:24,0.53,ft,A
2020-12-24 12:38:02,2020-12-24 12:38:17,0.59,ft,A
