Reading,Receive,Value,Unit,Data Quality
2021-12-28 09:08:02,2021-12-28 09:08:16,0.35,ft,A
2021-12-28 08:38:06,2021-12-28 08:38:20,0.35,ft,A
2021-12-28 08:08:10,2021-12-28 08:08:24,0.38,ft,A
2021-12-28 07:38:04,2021-12-28 07:38:18,0.31,ft,A
2021-12-28 07:08:08,2021-12-28 07:08:22,0.27,ft,A
2021-12-28 06:38:03,2021-12-28 06:38:17,0.27,ft,A
2021-12-28 06:08:06,2021-12-28 06:08:20,0.29,ft,A
2021-12-28 05:38:08,2021-12-28 05:38:25,0.24,ft,A
2021-12-28 05:08:10,2021-12-28 05:08:25,0.26,ft,A
2021-12-28 04:38:04,2021-12-28 04:38:19,0.21,ft,A
2021-12-28 04:08:09,2021-12-28 04:08:23,0.19,ft,A
2021-12-28 03:38:03,2021-12-28 03:38:17,0.25,ft,A
2021-12-28 03:08:07,2021-12-28 03:08:21,0.18,ft,A
2021-12-28 02:38:11,2021-12-28 02:38:25,0.13,ft,A
2021-12-28 02:08:04,2021-12-28 02:08:18,0.24,ft,A
2021-12-28 01:38:08,2021-12-28 01:38:22,0.17,ft,A
2021-12-28 01:36:03,2021-12-28 01:36:17,0.17,ft,A
2021-12-28 01:08:01,2021-12-28 01:08:15,0.27,ft,A
2021-12-28 01:06:06,2021-12-28 01:06:20,0.27,ft,A
2021-12-28 00:38:03,2021-12-28 00:38:17,0.16,ft,A
2021-12-28 00:08:07,2021-12-28 00:08:21,0.24,ft,A
2021-12-27 23:38:08,2021-12-27 23:38:22,0.21,ft,A
2021-12-27 23:08:03,2021-12-27 23:08:17,0.2,ft,A
2021-12-27 22:38:07,2021-12-27 22:38:21,0.17,ft,A
2021-12-27 22:08:11,2021-12-27 22:08:25,0.17,ft,A
2021-12-27 21:38:04,2021-12-27 21:38:18,0.21,ft,A
2021-12-27 21:08:08,2021-12-27 21:08:22,0.16,ft,A
2021-12-27 20:38:02,2021-12-27 20:38:16,0.15,ft,A
2021-12-27 20:08:05,2021-12-27 20:08:19,0.08,ft,A
2021-12-27 19:38:08,2021-12-27 19:38:22,0.04,ft,A
2021-12-27 19:08:03,2021-12-27 19:08:17,0.04,ft,A
2021-12-27 18:38:08,2021-12-27 18:38:22,0.02,ft,A
2021-12-27 18:08:02,2021-12-27 18:08:16,-0.01,ft,A
2021-12-27 17:38:06,2021-12-27 17:38:20,-0.1,ft,A
2021-12-27 17:08:10,2021-12-27 17:08:24,-0.07,ft,A
2021-12-27 16:38:04,2021-12-27 16:38:18,0,ft,A
2021-12-27 16:08:08,2021-12-27 16:08:22,0.02,ft,A
2021-12-27 15:38:03,2021-12-27 15:38:17,0.08,ft,A
2021-12-27 15:08:07,2021-12-27 15:08:21,0.03,ft,A
2021-12-27 14:38:11,2021-12-27 14:38:25,0.09,ft,A
2021-12-27 14:08:04,2021-12-27 14:08:18,0.01,ft,A
2021-12-27 13:38:08,2021-12-27 13:38:22,0.04,ft,A
2021-12-27 13:08:02,2021-12-27 13:08:16,0.01,ft,A
2021-12-27 12:54:04,2021-12-27 12:54:18,-0.01,ft,A
2021-12-27 12:38:03,2021-12-27 12:38:17,0.09,ft,A
2021-12-27 12:08:05,2021-12-27 12:08:20,0.1,ft,A
2021-12-27 11:38:09,2021-12-27 11:38:23,0.03,ft,A
2021-12-27 11:08:02,2021-12-27 11:08:16,0.11,ft,A
2021-12-27 10:38:06,2021-12-27 10:38:20,0.09,ft,A
2021-12-27 10:08:07,2021-12-27 10:08:21,0.15,ft,A
2021-12-27 09:38:10,2021-12-27 09:38:24,0.14,ft,A
2021-12-27 09:08:04,2021-12-27 09:08:18,0.17,ft,A
2021-12-27 08:38:07,2021-12-27 08:38:21,0.14,ft,A
2021-12-27 08:08:09,2021-12-27 08:08:24,0.18,ft,A
2021-12-27 07:38:05,2021-12-27 07:38:19,0.16,ft,A
2021-12-27 07:08:08,2021-12-27 07:08:22,0.12,ft,A
2021-12-27 06:38:03,2021-12-27 06:38:17,0.06,ft,A
2021-12-27 06:08:07,2021-12-27 06:08:21,0.11,ft,A
2021-12-27 05:38:10,2021-12-27 05:38:24,0.08,ft,A
2021-12-27 05:08:04,2021-12-27 05:08:18,0.07,ft,A
2021-12-27 04:38:05,2021-12-27 04:38:19,0.03,ft,A
2021-12-27 04:08:09,2021-12-27 04:08:23,-0.01,ft,A
2021-12-27 03:38:04,2021-12-27 03:38:18,-0.03,ft,A
2021-12-27 03:08:09,2021-12-27 03:08:23,0.04,ft,A
2021-12-27 03:02:07,2021-12-27 03:02:21,0.03,ft,A
2021-12-27 02:38:10,2021-12-27 02:38:24,-0.07,ft,A
2021-12-27 02:08:06,2021-12-27 02:08:20,-0.01,ft,A
2021-12-27 01:38:09,2021-12-27 01:38:23,-0.06,ft,A
2021-12-27 01:24:11,2021-12-27 01:24:25,0.01,ft,A
2021-12-27 01:08:10,2021-12-27 01:08:24,0.11,ft,A
2021-12-27 00:51:07,2021-12-27 00:51:21,0.18,ft,A
2021-12-27 00:38:02,2021-12-27 00:38:16,0.08,ft,A
2021-12-27 00:08:06,2021-12-27 00:08:20,0.02,ft,A
2021-12-26 23:38:04,2021-12-26 23:38:20,0.01,ft,A
2021-12-26 23:08:08,2021-12-26 23:08:23,0.01,ft,A
2021-12-26 22:38:11,2021-12-26 22:38:26,0.04,ft,A
2021-12-26 22:08:04,2021-12-26 22:08:19,0.01,ft,A
2021-12-26 21:38:07,2021-12-26 21:38:22,-0.03,ft,A
2021-12-26 21:08:10,2021-12-26 21:08:25,0.03,ft,A
2021-12-26 20:38:03,2021-12-26 20:38:18,0.02,ft,A
2021-12-26 20:08:06,2021-12-26 20:08:21,0.1,ft,A
2021-12-26 19:38:09,2021-12-26 19:38:24,0.06,ft,A
2021-12-26 19:08:02,2021-12-26 19:08:17,0.05,ft,A
2021-12-26 18:38:05,2021-12-26 18:38:20,0.07,ft,A
2021-12-26 18:08:07,2021-12-26 18:08:22,0.12,ft,A
2021-12-26 17:38:10,2021-12-26 17:38:25,0.12,ft,A
2021-12-26 17:08:03,2021-12-26 17:08:19,0.09,ft,A
2021-12-26 16:38:06,2021-12-26 16:38:21,0.11,ft,A
2021-12-26 16:08:09,2021-12-26 16:08:24,0.1,ft,A
2021-12-26 15:38:11,2021-12-26 15:38:26,0.09,ft,A
2021-12-26 15:08:04,2021-12-26 15:08:19,0.09,ft,A
2021-12-26 14:38:07,2021-12-26 14:38:22,0.08,ft,A
2021-12-26 14:08:10,2021-12-26 14:08:25,0.1,ft,A
2021-12-26 13:38:03,2021-12-26 13:38:18,0.13,ft,A
2021-12-26 13:08:06,2021-12-26 13:08:21,0.18,ft,A
2021-12-26 12:38:08,2021-12-26 12:38:25,0.2,ft,A
2021-12-26 12:08:11,2021-12-26 12:08:26,0.21,ft,A
2021-12-26 11:38:04,2021-12-26 11:38:19,0.24,ft,A
2021-12-26 11:08:07,2021-12-26 11:08:22,0.23,ft,A
2021-12-26 10:38:10,2021-12-26 10:38:25,0.26,ft,A
2021-12-26 10:08:03,2021-12-26 10:08:18,0.28,ft,A
2021-12-26 09:38:05,2021-12-26 09:38:20,0.25,ft,A
2021-12-26 09:08:08,2021-12-26 09:08:23,0.25,ft,A
2021-12-26 08:38:11,2021-12-26 08:38:26,0.28,ft,A
2021-12-26 08:08:04,2021-12-26 08:08:19,0.25,ft,A
2021-12-26 07:38:07,2021-12-26 07:38:23,0.28,ft,A
2021-12-26 07:08:10,2021-12-26 07:08:26,0.27,ft,A
2021-12-26 06:38:03,2021-12-26 06:38:18,0.28,ft,A
2021-12-26 06:08:06,2021-12-26 06:08:21,0.29,ft,A
2021-12-26 05:38:09,2021-12-26 05:38:24,0.32,ft,A
2021-12-26 05:08:02,2021-12-26 05:08:17,0.29,ft,A
2021-12-26 04:38:05,2021-12-26 04:38:20,0.28,ft,A
2021-12-26 04:08:08,2021-12-26 04:08:23,0.22,ft,A
2021-12-26 03:38:11,2021-12-26 03:38:26,0.26,ft,A
2021-12-26 03:08:04,2021-12-26 03:08:19,0.24,ft,A
2021-12-26 02:38:07,2021-12-26 02:38:22,0.24,ft,A
2021-12-26 02:08:09,2021-12-26 02:08:24,0.24,ft,A
2021-12-26 02:06:03,2021-12-26 02:06:18,0.24,ft,A
2021-12-26 01:38:09,2021-12-26 01:38:24,0.34,ft,A
2021-12-26 01:08:02,2021-12-26 01:08:17,0.35,ft,A
2021-12-26 00:38:05,2021-12-26 00:38:20,0.32,ft,A
2021-12-26 00:08:08,2021-12-26 00:08:23,0.35,ft,A
2021-12-25 23:38:09,2021-12-25 23:38:24,0.42,ft,A
2021-12-25 23:08:02,2021-12-25 23:08:17,0.41,ft,A
2021-12-25 22:38:05,2021-12-25 22:38:20,0.36,ft,A
2021-12-25 22:08:08,2021-12-25 22:08:23,0.35,ft,A
2021-12-25 21:38:11,2021-12-25 21:38:26,0.34,ft,A
2021-12-25 21:08:03,2021-12-25 21:08:18,0.36,ft,A
2021-12-25 20:38:06,2021-12-25 20:38:21,0.32,ft,A
2021-12-25 20:08:09,2021-12-25 20:08:24,0.41,ft,A
2021-12-25 19:38:02,2021-12-25 19:38:17,0.34,ft,A
2021-12-25 19:08:04,2021-12-25 19:08:19,0.35,ft,A
2021-12-25 18:38:07,2021-12-25 18:38:22,0.37,ft,A
2021-12-25 18:08:10,2021-12-25 18:08:25,0.36,ft,A
2021-12-25 17:38:02,2021-12-25 17:38:17,0.32,ft,A
2021-12-25 17:08:05,2021-12-25 17:08:20,0.23,ft,A
2021-12-25 16:38:08,2021-12-25 16:38:23,0.3,ft,A
2021-12-25 16:08:11,2021-12-25 16:08:26,0.22,ft,A
2021-12-25 15:38:02,2021-12-25 15:38:17,0.13,ft,A
2021-12-25 15:08:05,2021-12-25 15:08:20,0.22,ft,A
2021-12-25 14:38:08,2021-12-25 14:38:23,0.31,ft,A
2021-12-25 14:08:11,2021-12-25 14:08:26,0.24,ft,A
2021-12-25 13:38:04,2021-12-25 13:38:19,0.33,ft,A
2021-12-25 13:08:06,2021-12-25 13:08:23,0.34,ft,A
2021-12-25 12:38:09,2021-12-25 12:38:24,0.27,ft,A
2021-12-25 12:30:03,2021-12-25 12:30:18,0.28,ft,A
2021-12-25 12:08:09,2021-12-25 12:08:24,0.38,ft,A
2021-12-25 11:38:02,2021-12-25 11:38:17,0.42,ft,A
2021-12-25 11:08:05,2021-12-25 11:08:20,0.34,ft,A
2021-12-25 10:38:08,2021-12-25 10:38:23,0.33,ft,A
2021-12-25 10:08:11,2021-12-25 10:08:26,0.28,ft,A
2021-12-25 09:38:04,2021-12-25 09:38:19,0.26,ft,A
2021-12-25 09:08:07,2021-12-25 09:08:22,0.29,ft,A
2021-12-25 08:38:10,2021-12-25 08:38:25,0.34,ft,A
2021-12-25 08:35:03,2021-12-25 08:35:18,0.33,ft,A
2021-12-25 08:08:11,2021-12-25 08:08:26,0.23,ft,A
2021-12-25 07:38:04,2021-12-25 07:38:19,0.17,ft,A
2021-12-25 07:08:07,2021-12-25 07:08:22,0.24,ft,A
2021-12-25 07:02:05,2021-12-25 07:02:20,0.25,ft,A
2021-12-25 06:38:08,2021-12-25 06:38:23,0.15,ft,A
2021-12-25 06:08:10,2021-12-25 06:08:25,0.17,ft,A
2021-12-25 05:38:03,2021-12-25 05:38:18,0.18,ft,A
2021-12-25 05:08:06,2021-12-25 05:08:21,0.11,ft,A
2021-12-25 04:38:09,2021-12-25 04:38:24,0.11,ft,A
2021-12-25 04:08:02,2021-12-25 04:08:17,0.16,ft,A
2021-12-25 03:38:05,2021-12-25 03:38:20,0.19,ft,A
2021-12-25 03:08:08,2021-12-25 03:08:23,0.12,ft,A
2021-12-25 02:38:10,2021-12-25 02:38:27,0.21,ft,A
2021-12-25 02:08:03,2021-12-25 02:08:19,0.14,ft,A
2021-12-25 01:38:07,2021-12-25 01:38:22,0.13,ft,A
2021-12-25 01:08:10,2021-12-25 01:08:25,0.19,ft,A
2021-12-25 00:38:03,2021-12-25 00:38:18,0.1,ft,A
2021-12-25 00:30:07,2021-12-25 00:30:22,0.11,ft,A
2021-12-25 00:08:03,2021-12-25 00:08:18,0.21,ft,A
2021-12-24 23:38:05,2021-12-24 23:38:20,0.22,ft,A
2021-12-24 23:08:08,2021-12-24 23:08:23,0.25,ft,A
2021-12-24 22:38:11,2021-12-24 22:38:26,0.24,ft,A
2021-12-24 22:08:04,2021-12-24 22:08:19,0.24,ft,A
2021-12-24 21:38:07,2021-12-24 21:38:22,0.32,ft,A
2021-12-24 21:08:10,2021-12-24 21:08:25,0.3,ft,A
2021-12-24 20:38:03,2021-12-24 20:38:18,0.39,ft,A
2021-12-24 20:08:06,2021-12-24 20:08:21,0.34,ft,A
2021-12-24 19:38:09,2021-12-24 19:38:24,0.36,ft,A
2021-12-24 19:08:02,2021-12-24 19:08:17,0.37,ft,A
2021-12-24 18:38:04,2021-12-24 18:38:19,0.3,ft,A
2021-12-24 18:08:07,2021-12-24 18:08:22,0.26,ft,A
2021-12-24 17:38:10,2021-12-24 17:38:25,0.33,ft,A
2021-12-24 17:08:03,2021-12-24 17:08:18,0.32,ft,A
2021-12-24 16:38:06,2021-12-24 16:38:21,0.24,ft,A
2021-12-24 16:08:09,2021-12-24 16:08:24,0.32,ft,A
2021-12-24 15:58:10,2021-12-24 15:58:25,0.28,ft,A
2021-12-24 15:38:11,2021-12-24 15:38:26,0.17,ft,A
2021-12-24 15:08:04,2021-12-24 15:08:19,0.18,ft,A
2021-12-24 14:38:07,2021-12-24 14:38:22,0.27,ft,A
2021-12-24 14:08:10,2021-12-24 14:08:25,0.18,ft,A
2021-12-24 13:38:03,2021-12-24 13:38:18,0.19,ft,A
2021-12-24 13:08:06,2021-12-24 13:08:21,0.19,ft,A
2021-12-24 12:56:09,2021-12-24 12:56:24,0.17,ft,A
2021-12-24 12:44:04,2021-12-24 12:44:19,0.06,ft,A
2021-12-24 12:38:02,2021-12-24 12:38:17,-0.04,ft,A
2021-12-24 12:08:05,2021-12-24 12:08:20,-0.09,ft,A
2021-12-24 11:38:08,2021-12-24 11:38:23,-0.01,ft,A
2021-12-24 11:29:05,2021-12-24 11:29:46,-0.06,ft,A
2021-12-24 11:08:03,2021-12-24 11:08:18,-0.16,ft,A
2021-12-24 11:06:07,2021-12-24 11:06:22,-0.13,ft,A
2021-12-24 10:38:03,2021-12-24 10:38:18,-0.03,ft,A
2021-12-24 10:08:06,2021-12-24 10:08:21,-0.07,ft,A
2021-12-24 09:38:09,2021-12-24 09:38:24,-0.01,ft,A
2021-12-24 09:25:03,2021-12-24 09:25:18,0,ft,A
2021-12-24 09:08:09,2021-12-24 09:08:24,-0.1,ft,A
2021-12-24 09:02:07,2021-12-24 09:02:22,-0.07,ft,A
2021-12-24 08:38:10,2021-12-24 08:38:25,0.03,ft,A
2021-12-24 08:08:03,2021-12-24 08:08:18,0.08,ft,A
2021-12-24 07:38:06,2021-12-24 07:38:21,0.1,ft,A
2021-12-24 07:08:09,2021-12-24 07:08:24,0.1,ft,A
2021-12-24 06:38:02,2021-12-24 06:38:17,0.14,ft,A
2021-12-24 06:08:05,2021-12-24 06:08:20,0.15,ft,A
2021-12-24 05:38:08,2021-12-24 05:38:23,0.15,ft,A
2021-12-24 05:08:10,2021-12-24 05:08:25,0.06,ft,A
2021-12-24 04:38:03,2021-12-24 04:38:18,0.07,ft,A
2021-12-24 04:08:06,2021-12-24 04:08:21,0.06,ft,A
2021-12-24 03:38:09,2021-12-24 03:38:24,0.02,ft,A
2021-12-24 03:08:02,2021-12-24 03:08:17,0,ft,A
2021-12-24 02:38:05,2021-12-24 02:38:20,0,ft,A
