,dayStart,duration,elev,Duration in Days
0,2022-01-01 00:00:00,57.0,0.55,2.4
1,2022-01-03 12:00:00,441.0,1.5,18.4
2,2022-01-22 11:00:00,1191.0,-0.76,49.6
3,2022-03-13 03:00:00,1981.0,-0.3,82.5
4,2022-06-06 15:00:00,1507.0,0.19,62.8
5,2022-08-08 11:00:00,25.0,0.12,1.0
6,2022-08-09 14:00:00,14.0,0.2,0.6
7,2022-08-10 05:00:00,3.0,0.32,0.1
8,2022-08-10 15:00:00,12.0,0.16,0.5
9,2022-08-11 05:00:00,3.0,-0.05,0.1
10,2022-08-11 09:00:00,3.0,-0.12,0.1
11,2022-08-11 15:00:00,3.0,-0.08,0.1
12,2022-08-12 06:00:00,17.0,0.1,0.7
13,2022-08-13 00:00:00,63.0,0.01,2.6
14,2022-08-15 16:00:00,48.0,0.83,2.0
15,2022-08-17 18:00:00,850.0,0.22,35.4
16,2022-09-22 06:00:00,659.0,0.49,27.5
17,2022-10-20 06:00:00,27.0,1.06,1.1
18,2022-10-21 10:00:00,89.0,1.49,3.7
19,2022-10-25 08:00:00,1.0,1.5,0.0
20,2022-10-25 10:00:00,3.0,1.5,0.1
21,2022-10-25 22:00:00,3.0,1.48,0.1
22,2022-10-28 02:00:00,12.0,1.49,0.5
23,2022-10-29 00:00:00,43.0,1.46,1.8
24,2022-10-31 01:00:00,1.0,1.49,0.0
25,2022-11-02 11:00:00,222.0,1.26,9.2
26,2022-11-12 21:00:00,2.0,1.48,0.1
27,2022-11-13 10:00:00,417.0,1.48,17.4
28,2022-11-30 23:00:00,82.0,1.45,3.4
29,2022-12-07 11:00:00,191.0,1.33,8.0
30,2022-12-15 11:00:00,7.0,1.48,0.3
31,2022-12-16 01:00:00,1.0,1.47,0.0
32,2022-12-16 04:00:00,5.0,1.46,0.2
33,2022-12-18 15:00:00,1.0,1.48,0.0
34,2022-12-18 19:00:00,2.0,1.46,0.1
35,2022-12-18 23:00:00,313.0,1.5,13.0
