Reading,Value,Unit,Data Quality,Receive
12/23/2018 14:45,0.85,ft,A,12/23/2018 15:46
12/23/2018 14:40,0.84,ft,A,12/23/2018 15:46
12/23/2018 14:35,0.84,ft,A,12/23/2018 15:46
12/23/2018 14:30,0.85,ft,A,12/23/2018 15:46
12/23/2018 14:25,0.85,ft,A,12/23/2018 14:46
12/23/2018 14:20,0.85,ft,A,12/23/2018 14:46
12/23/2018 14:15,0.84,ft,A,12/23/2018 14:46
12/23/2018 14:10,0.84,ft,A,12/23/2018 14:46
12/23/2018 14:05,0.84,ft,A,12/23/2018 14:46
12/23/2018 14:00,0.84,ft,A,12/23/2018 14:46
12/23/2018 13:55,0.84,ft,A,12/23/2018 14:46
12/23/2018 13:50,0.83,ft,A,12/23/2018 14:46
12/23/2018 13:45,0.83,ft,A,12/23/2018 14:46
12/23/2018 13:40,0.84,ft,A,12/23/2018 14:46
12/23/2018 13:35,0.85,ft,A,12/23/2018 14:46
12/23/2018 13:30,0.85,ft,A,12/23/2018 14:46
12/23/2018 13:25,0.86,ft,A,12/23/2018 13:46
12/23/2018 13:20,0.86,ft,A,12/23/2018 13:46
12/23/2018 13:15,0.86,ft,A,12/23/2018 13:46
12/23/2018 13:10,0.86,ft,A,12/23/2018 13:46
12/23/2018 13:05,0.86,ft,A,12/23/2018 13:46
12/23/2018 13:00,0.86,ft,A,12/23/2018 13:46
12/23/2018 12:55,0.86,ft,A,12/23/2018 13:46
12/23/2018 12:50,0.87,ft,A,12/23/2018 13:46
12/23/2018 12:45,0.86,ft,A,12/23/2018 13:46
12/23/2018 12:40,0.85,ft,A,12/23/2018 13:46
12/23/2018 12:35,0.85,ft,A,12/23/2018 13:46
12/23/2018 12:30,0.84,ft,A,12/23/2018 13:46
12/23/2018 12:25,0.85,ft,A,12/23/2018 12:46
12/23/2018 12:20,0.85,ft,A,12/23/2018 12:46
12/23/2018 12:15,0.85,ft,A,12/23/2018 12:46
12/23/2018 12:10,0.84,ft,A,12/23/2018 12:46
12/23/2018 12:05,0.84,ft,A,12/23/2018 12:46
12/23/2018 12:00,0.85,ft,A,12/23/2018 12:46
12/23/2018 11:55,0.85,ft,A,12/23/2018 12:46
12/23/2018 11:50,0.84,ft,A,12/23/2018 12:46
12/23/2018 11:45,0.85,ft,A,12/23/2018 12:46
12/23/2018 11:40,0.84,ft,A,12/23/2018 12:46
12/23/2018 11:35,0.84,ft,A,12/23/2018 12:46
12/23/2018 11:30,0.85,ft,A,12/23/2018 12:46
12/23/2018 11:25,0.84,ft,A,12/23/2018 11:46
12/23/2018 11:20,0.84,ft,A,12/23/2018 11:46
12/23/2018 11:15,0.85,ft,A,12/23/2018 11:46
12/23/2018 11:10,0.85,ft,A,12/23/2018 11:46
12/23/2018 11:05,0.85,ft,A,12/23/2018 11:46
12/23/2018 11:00,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:55,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:50,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:45,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:40,0.86,ft,A,12/23/2018 11:46
12/23/2018 10:35,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:30,0.85,ft,A,12/23/2018 11:46
12/23/2018 10:25,0.85,ft,A,12/23/2018 10:46
12/23/2018 10:20,0.85,ft,A,12/23/2018 10:46
12/23/2018 10:15,0.85,ft,A,12/23/2018 10:46
12/23/2018 10:10,0.85,ft,A,12/23/2018 10:46
12/23/2018 10:05,0.85,ft,A,12/23/2018 10:46
12/23/2018 10:00,0.85,ft,A,12/23/2018 10:46
12/23/2018 9:55,0.85,ft,A,12/23/2018 10:46
12/23/2018 9:50,0.85,ft,A,12/23/2018 10:46
12/23/2018 9:45,0.85,ft,A,12/23/2018 10:46
12/23/2018 9:40,0.85,ft,A,12/23/2018 10:46
12/23/2018 9:35,0.86,ft,A,12/23/2018 10:46
12/23/2018 9:30,0.86,ft,A,12/23/2018 10:46
12/23/2018 9:25,0.86,ft,A,12/23/2018 9:46
12/23/2018 9:20,0.86,ft,A,12/23/2018 9:46
12/23/2018 9:15,0.86,ft,A,12/23/2018 9:46
12/23/2018 9:10,0.86,ft,A,12/23/2018 9:46
12/23/2018 9:05,0.86,ft,A,12/23/2018 9:46
12/23/2018 9:00,0.86,ft,A,12/23/2018 9:46
12/23/2018 8:55,0.85,ft,A,12/23/2018 9:46
12/23/2018 8:50,0.85,ft,A,12/23/2018 9:46
12/23/2018 8:45,0.84,ft,A,12/23/2018 9:46
12/23/2018 8:40,0.84,ft,A,12/23/2018 9:46
12/23/2018 8:35,0.84,ft,A,12/23/2018 9:46
12/23/2018 8:30,0.84,ft,A,12/23/2018 9:46
12/23/2018 8:25,0.84,ft,A,12/23/2018 8:46
12/23/2018 8:20,0.84,ft,A,12/23/2018 8:46
12/23/2018 8:15,0.85,ft,A,12/23/2018 8:46
12/23/2018 8:10,0.86,ft,A,12/23/2018 8:46
12/23/2018 8:05,0.86,ft,A,12/23/2018 8:46
12/23/2018 8:00,0.87,ft,A,12/23/2018 8:46
12/23/2018 7:55,0.88,ft,A,12/23/2018 8:46
12/23/2018 7:50,0.89,ft,A,12/23/2018 8:46
12/23/2018 7:45,0.89,ft,A,12/23/2018 8:46
12/23/2018 7:40,0.9,ft,A,12/23/2018 8:46
12/23/2018 7:35,0.9,ft,A,12/23/2018 8:46
12/23/2018 7:30,0.9,ft,A,12/23/2018 8:46
12/23/2018 7:25,0.91,ft,A,12/23/2018 7:46
12/23/2018 7:20,0.91,ft,A,12/23/2018 7:46
12/23/2018 7:15,0.92,ft,A,12/23/2018 7:46
12/23/2018 7:10,0.93,ft,A,12/23/2018 7:46
12/23/2018 7:05,0.94,ft,A,12/23/2018 7:46
12/23/2018 7:00,0.95,ft,A,12/23/2018 7:46
12/23/2018 6:55,0.95,ft,A,12/23/2018 7:46
12/23/2018 6:50,0.96,ft,A,12/23/2018 7:46
12/23/2018 6:45,0.95,ft,A,12/23/2018 7:46
12/23/2018 6:40,0.95,ft,A,12/23/2018 7:46
12/23/2018 6:35,0.95,ft,A,12/23/2018 7:46
12/23/2018 6:30,0.94,ft,A,12/23/2018 7:46
12/23/2018 6:25,0.94,ft,A,12/23/2018 6:46
12/23/2018 6:20,0.94,ft,A,12/23/2018 6:46
12/23/2018 6:15,0.94,ft,A,12/23/2018 6:46
12/23/2018 6:10,0.95,ft,A,12/23/2018 6:46
12/23/2018 6:05,0.95,ft,A,12/23/2018 6:46
12/23/2018 6:00,0.95,ft,A,12/23/2018 6:46
12/23/2018 5:55,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:50,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:45,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:40,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:35,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:30,0.94,ft,A,12/23/2018 6:46
12/23/2018 5:25,0.93,ft,A,12/23/2018 5:46
12/23/2018 5:20,0.93,ft,A,12/23/2018 5:46
12/23/2018 5:15,0.93,ft,A,12/23/2018 5:46
12/23/2018 5:10,0.93,ft,A,12/23/2018 5:46
12/23/2018 5:05,0.92,ft,A,12/23/2018 5:46
12/23/2018 5:00,0.93,ft,A,12/23/2018 5:46
12/23/2018 4:55,0.93,ft,A,12/23/2018 5:46
12/23/2018 4:50,0.93,ft,A,12/23/2018 5:46
12/23/2018 4:45,0.94,ft,A,12/23/2018 5:46
12/23/2018 4:40,0.94,ft,A,12/23/2018 5:46
12/23/2018 4:35,0.94,ft,A,12/23/2018 5:46
12/23/2018 4:30,0.94,ft,A,12/23/2018 5:46
12/23/2018 4:25,0.94,ft,A,12/23/2018 4:46
12/23/2018 4:20,0.95,ft,A,12/23/2018 4:46
12/23/2018 4:15,0.95,ft,A,12/23/2018 4:46
12/23/2018 4:10,0.95,ft,A,12/23/2018 4:46
12/23/2018 4:05,0.96,ft,A,12/23/2018 4:46
12/23/2018 4:00,0.96,ft,A,12/23/2018 4:46
12/23/2018 3:55,0.96,ft,A,12/23/2018 4:46
12/23/2018 3:50,0.97,ft,A,12/23/2018 4:46
12/23/2018 3:45,0.97,ft,A,12/23/2018 4:46
12/23/2018 3:40,0.96,ft,A,12/23/2018 4:46
12/23/2018 3:35,0.97,ft,A,12/23/2018 4:46
12/23/2018 3:30,0.97,ft,A,12/23/2018 4:46
12/23/2018 3:25,0.97,ft,A,12/23/2018 3:46
12/23/2018 3:20,0.97,ft,A,12/23/2018 3:46
12/23/2018 3:15,0.97,ft,A,12/23/2018 3:46
12/23/2018 3:10,0.96,ft,A,12/23/2018 3:46
12/23/2018 3:05,0.96,ft,A,12/23/2018 3:46
12/23/2018 3:00,0.96,ft,A,12/23/2018 3:46
12/23/2018 2:55,0.96,ft,A,12/23/2018 3:46
12/23/2018 2:50,0.97,ft,A,12/23/2018 3:46
12/23/2018 2:45,0.97,ft,A,12/23/2018 3:46
12/23/2018 2:40,0.97,ft,A,12/23/2018 3:46
12/23/2018 2:35,0.98,ft,A,12/23/2018 3:46
12/23/2018 2:30,0.98,ft,A,12/23/2018 3:46
12/23/2018 2:25,0.98,ft,A,12/23/2018 2:46
12/23/2018 2:20,0.99,ft,A,12/23/2018 2:46
12/23/2018 2:15,1,ft,A,12/23/2018 2:46
12/23/2018 2:10,1,ft,A,12/23/2018 2:46
12/23/2018 2:05,1.01,ft,A,12/23/2018 2:46
12/23/2018 2:00,1.01,ft,A,12/23/2018 2:46
12/23/2018 1:55,1.01,ft,A,12/23/2018 2:46
12/23/2018 1:50,1.01,ft,A,12/23/2018 2:46
12/23/2018 1:45,1.02,ft,A,12/23/2018 2:46
12/23/2018 1:40,1.01,ft,A,12/23/2018 2:46
12/23/2018 1:35,1.01,ft,A,12/23/2018 2:46
12/23/2018 1:30,1,ft,A,12/23/2018 2:46
12/23/2018 1:25,1.01,ft,A,12/23/2018 1:46
12/23/2018 1:20,1.01,ft,A,12/23/2018 1:46
12/23/2018 1:15,1.01,ft,A,12/23/2018 1:46
12/23/2018 1:10,1.01,ft,A,12/23/2018 1:46
12/23/2018 1:05,1.01,ft,A,12/23/2018 1:46
12/23/2018 1:00,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:55,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:50,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:45,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:40,1.01,ft,A,12/23/2018 1:46
12/23/2018 0:35,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:30,1.02,ft,A,12/23/2018 1:46
12/23/2018 0:25,1.01,ft,A,12/23/2018 0:46
12/23/2018 0:20,1,ft,A,12/23/2018 0:46
12/23/2018 0:15,1,ft,A,12/23/2018 0:46
12/23/2018 0:10,1,ft,A,12/23/2018 0:46
12/23/2018 0:05,1,ft,A,12/23/2018 0:46
12/23/2018 0:00,0.99,ft,A,12/23/2018 0:46
12/22/2018 23:55,1,ft,A,12/23/2018 0:46
12/22/2018 23:50,1,ft,A,12/23/2018 0:46
12/22/2018 23:45,1.01,ft,A,12/23/2018 0:46
12/22/2018 23:40,1.01,ft,A,12/23/2018 0:46
12/22/2018 23:35,1.01,ft,A,12/23/2018 0:46
12/22/2018 23:30,1.02,ft,A,12/23/2018 0:46
12/22/2018 23:25,1.03,ft,A,12/22/2018 23:46
12/22/2018 23:20,1.03,ft,A,12/22/2018 23:46
12/22/2018 23:15,1.03,ft,A,12/22/2018 23:46
12/22/2018 23:10,1.03,ft,A,12/22/2018 23:46
12/22/2018 23:05,1.04,ft,A,12/22/2018 23:46
12/22/2018 23:00,1.04,ft,A,12/22/2018 23:46
12/22/2018 22:55,1.04,ft,A,12/22/2018 23:46
12/22/2018 22:50,1.04,ft,A,12/22/2018 23:46
12/22/2018 22:45,1.04,ft,A,12/22/2018 23:46
12/22/2018 22:40,1.05,ft,A,12/22/2018 23:46
12/22/2018 22:35,1.05,ft,A,12/22/2018 23:46
12/22/2018 22:30,1.05,ft,A,12/22/2018 23:46
12/22/2018 22:25,1.05,ft,A,12/22/2018 22:46
12/22/2018 22:20,1.06,ft,A,12/22/2018 22:46
12/22/2018 22:15,1.06,ft,A,12/22/2018 22:46
12/22/2018 22:10,1.07,ft,A,12/22/2018 22:46
12/22/2018 22:05,1.07,ft,A,12/22/2018 22:46
12/22/2018 22:00,1.07,ft,A,12/22/2018 22:46
12/22/2018 21:55,1.08,ft,A,12/22/2018 22:46
12/22/2018 21:50,1.09,ft,A,12/22/2018 22:46
12/22/2018 21:45,1.09,ft,A,12/22/2018 22:46
12/22/2018 21:40,1.09,ft,A,12/22/2018 22:46
12/22/2018 21:35,1.1,ft,A,12/22/2018 22:46
12/22/2018 21:30,1.1,ft,A,12/22/2018 22:46
12/22/2018 21:25,1.1,ft,A,12/22/2018 21:46
12/22/2018 21:20,1.1,ft,A,12/22/2018 21:46
12/22/2018 21:15,1.09,ft,A,12/22/2018 21:46
12/22/2018 21:10,1.09,ft,A,12/22/2018 21:46
12/22/2018 21:05,1.09,ft,A,12/22/2018 21:46
12/22/2018 21:00,1.09,ft,A,12/22/2018 21:46
12/22/2018 20:55,1.1,ft,A,12/22/2018 21:46
12/22/2018 20:50,1.1,ft,A,12/22/2018 21:46
12/22/2018 20:45,1.11,ft,A,12/22/2018 21:46
12/22/2018 20:40,1.11,ft,A,12/22/2018 21:46
12/22/2018 20:35,1.1,ft,A,12/22/2018 21:46
12/22/2018 20:30,1.11,ft,A,12/22/2018 21:46
12/22/2018 20:25,1.12,ft,A,12/22/2018 20:46
12/22/2018 20:20,1.12,ft,A,12/22/2018 20:46
12/22/2018 20:15,1.12,ft,A,12/22/2018 20:46
12/22/2018 20:10,1.12,ft,A,12/22/2018 20:46
12/22/2018 20:05,1.13,ft,A,12/22/2018 20:46
12/22/2018 20:00,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:55,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:50,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:45,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:40,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:35,1.14,ft,A,12/22/2018 20:46
12/22/2018 19:30,1.13,ft,A,12/22/2018 20:46
12/22/2018 19:25,1.13,ft,A,12/22/2018 19:46
12/22/2018 19:20,1.13,ft,A,12/22/2018 19:46
12/22/2018 19:15,1.13,ft,A,12/22/2018 19:46
12/22/2018 19:10,1.14,ft,A,12/22/2018 19:46
12/22/2018 19:05,1.14,ft,A,12/22/2018 19:46
12/22/2018 19:00,1.14,ft,A,12/22/2018 19:46
12/22/2018 18:55,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:50,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:45,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:40,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:35,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:30,1.15,ft,A,12/22/2018 19:46
12/22/2018 18:25,1.15,ft,A,12/22/2018 18:46
12/22/2018 18:20,1.14,ft,A,12/22/2018 18:46
12/22/2018 18:15,1.14,ft,A,12/22/2018 18:46
12/22/2018 18:10,1.14,ft,A,12/22/2018 18:46
12/22/2018 18:05,1.15,ft,A,12/22/2018 18:46
12/22/2018 18:00,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:55,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:50,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:45,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:40,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:35,1.15,ft,A,12/22/2018 18:46
12/22/2018 17:30,1.16,ft,A,12/22/2018 18:46
12/22/2018 17:25,1.16,ft,A,12/22/2018 17:46
12/22/2018 17:20,1.17,ft,A,12/22/2018 17:46
12/22/2018 17:15,1.17,ft,A,12/22/2018 17:46
12/22/2018 17:10,1.18,ft,A,12/22/2018 17:46
12/22/2018 17:05,1.18,ft,A,12/22/2018 17:46
12/22/2018 17:00,1.19,ft,A,12/22/2018 17:46
12/22/2018 16:55,1.19,ft,A,12/22/2018 17:46
12/22/2018 16:50,1.2,ft,A,12/22/2018 17:46
12/22/2018 16:45,1.2,ft,A,12/22/2018 17:46
12/22/2018 16:40,1.2,ft,A,12/22/2018 17:46
12/22/2018 16:35,1.21,ft,A,12/22/2018 17:46
12/22/2018 16:30,1.22,ft,A,12/22/2018 17:46
12/22/2018 16:25,1.22,ft,A,12/22/2018 16:46
12/22/2018 16:20,1.22,ft,A,12/22/2018 16:46
12/22/2018 16:15,1.22,ft,A,12/22/2018 16:46
12/22/2018 16:10,1.21,ft,A,12/22/2018 16:46
12/22/2018 16:05,1.22,ft,A,12/22/2018 16:46
12/22/2018 16:00,1.23,ft,A,12/22/2018 16:46
12/22/2018 15:55,1.24,ft,A,12/22/2018 16:46
12/22/2018 15:50,1.24,ft,A,12/22/2018 16:46
12/22/2018 15:45,1.23,ft,A,12/22/2018 16:46
12/22/2018 15:40,1.22,ft,A,12/22/2018 16:46
12/22/2018 15:35,1.22,ft,A,12/22/2018 16:46
12/22/2018 15:30,1.23,ft,A,12/22/2018 16:46
12/22/2018 15:25,1.22,ft,A,12/22/2018 15:46
12/22/2018 15:20,1.21,ft,A,12/22/2018 15:46
12/22/2018 15:15,1.21,ft,A,12/22/2018 15:46
12/22/2018 15:10,1.21,ft,A,12/22/2018 15:46
12/22/2018 15:05,1.21,ft,A,12/22/2018 15:46
12/22/2018 15:00,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:55,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:50,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:45,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:40,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:35,1.21,ft,A,12/22/2018 15:46
12/22/2018 14:30,1.2,ft,A,12/22/2018 15:46
12/22/2018 14:25,1.19,ft,A,12/22/2018 14:46
12/22/2018 14:20,1.19,ft,A,12/22/2018 14:46
12/22/2018 14:15,1.18,ft,A,12/22/2018 14:46
12/22/2018 14:10,1.18,ft,A,12/22/2018 14:46
12/22/2018 14:05,1.17,ft,A,12/22/2018 14:46
12/22/2018 14:00,1.16,ft,A,12/22/2018 14:46
12/22/2018 13:55,1.16,ft,A,12/22/2018 14:46
12/22/2018 13:50,1.17,ft,A,12/22/2018 14:46
12/22/2018 13:45,1.17,ft,A,12/22/2018 14:46
12/22/2018 13:40,1.18,ft,A,12/22/2018 14:46
12/22/2018 13:35,1.18,ft,A,12/22/2018 14:46
12/22/2018 13:30,1.19,ft,A,12/22/2018 14:46
12/22/2018 13:25,1.19,ft,A,12/22/2018 13:46
12/22/2018 13:20,1.19,ft,A,12/22/2018 13:46
12/22/2018 13:15,1.19,ft,A,12/22/2018 13:46
12/22/2018 13:10,1.18,ft,A,12/22/2018 13:46
12/22/2018 13:05,1.19,ft,A,12/22/2018 13:46
12/22/2018 13:00,1.19,ft,A,12/22/2018 13:46
12/22/2018 12:55,1.19,ft,A,12/22/2018 13:46
12/22/2018 12:50,1.18,ft,A,12/22/2018 13:46
12/22/2018 12:45,1.17,ft,A,12/22/2018 13:46
12/22/2018 12:40,1.18,ft,A,12/22/2018 13:46
12/22/2018 12:35,1.18,ft,A,12/22/2018 13:46
12/22/2018 12:30,1.19,ft,A,12/22/2018 13:46
12/22/2018 12:25,1.19,ft,A,12/22/2018 12:46
12/22/2018 12:20,1.2,ft,A,12/22/2018 12:46
12/22/2018 12:15,1.21,ft,A,12/22/2018 12:46
12/22/2018 12:10,1.2,ft,A,12/22/2018 12:46
12/22/2018 12:05,1.21,ft,A,12/22/2018 12:46
12/22/2018 12:00,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:55,1.2,ft,A,12/22/2018 12:46
12/22/2018 11:50,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:45,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:40,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:35,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:30,1.21,ft,A,12/22/2018 12:46
12/22/2018 11:25,1.21,ft,A,12/22/2018 11:46
12/22/2018 11:20,1.21,ft,A,12/22/2018 11:46
12/22/2018 11:15,1.2,ft,A,12/22/2018 11:46
12/22/2018 11:10,1.21,ft,A,12/22/2018 11:46
12/22/2018 11:05,1.21,ft,A,12/22/2018 11:46
12/22/2018 11:00,1.22,ft,A,12/22/2018 11:46
12/22/2018 10:55,1.22,ft,A,12/22/2018 11:46
12/22/2018 10:50,1.23,ft,A,12/22/2018 11:46
12/22/2018 10:45,1.24,ft,A,12/22/2018 11:46
12/22/2018 10:40,1.24,ft,A,12/22/2018 11:46
12/22/2018 10:35,1.23,ft,A,12/22/2018 11:46
12/22/2018 10:30,1.23,ft,A,12/22/2018 11:46
12/22/2018 10:25,1.23,ft,A,12/22/2018 10:46
12/22/2018 10:20,1.23,ft,A,12/22/2018 10:46
12/22/2018 10:15,1.22,ft,A,12/22/2018 10:46
12/22/2018 10:10,1.23,ft,A,12/22/2018 10:46
12/22/2018 10:05,1.23,ft,A,12/22/2018 10:46
12/22/2018 10:00,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:55,1.21,ft,A,12/22/2018 10:46
12/22/2018 9:50,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:45,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:40,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:35,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:30,1.22,ft,A,12/22/2018 10:46
12/22/2018 9:25,1.21,ft,A,12/22/2018 9:46
12/22/2018 9:20,1.21,ft,A,12/22/2018 9:46
12/22/2018 9:15,1.2,ft,A,12/22/2018 9:46
12/22/2018 9:10,1.19,ft,A,12/22/2018 9:46
12/22/2018 9:05,1.19,ft,A,12/22/2018 9:46
12/22/2018 9:00,1.19,ft,A,12/22/2018 9:46
12/22/2018 8:55,1.18,ft,A,12/22/2018 9:46
12/22/2018 8:50,1.17,ft,A,12/22/2018 9:46
12/22/2018 8:45,1.16,ft,A,12/22/2018 9:46
12/22/2018 8:40,1.15,ft,A,12/22/2018 9:46
12/22/2018 8:35,1.14,ft,A,12/22/2018 9:46
12/22/2018 8:30,1.12,ft,A,12/22/2018 9:46
12/22/2018 8:25,1.11,ft,A,12/22/2018 8:46
12/22/2018 8:20,1.1,ft,A,12/22/2018 8:46
12/22/2018 8:15,1.09,ft,A,12/22/2018 8:46
12/22/2018 8:10,1.08,ft,A,12/22/2018 8:46
12/22/2018 8:05,1.08,ft,A,12/22/2018 8:46
12/22/2018 8:00,1.07,ft,A,12/22/2018 8:46
12/22/2018 7:55,1.07,ft,A,12/22/2018 8:46
12/22/2018 7:50,1.07,ft,A,12/22/2018 8:46
12/22/2018 7:45,1.07,ft,A,12/22/2018 8:46
12/22/2018 7:40,1.06,ft,A,12/22/2018 8:46
12/22/2018 7:35,1.06,ft,A,12/22/2018 8:46
12/22/2018 7:30,1.06,ft,A,12/22/2018 8:46
12/22/2018 7:25,1.05,ft,A,12/22/2018 7:46
12/22/2018 7:20,1.04,ft,A,12/22/2018 7:46
12/22/2018 7:15,1.03,ft,A,12/22/2018 7:46
12/22/2018 7:10,1.03,ft,A,12/22/2018 7:46
12/22/2018 7:05,1.02,ft,A,12/22/2018 7:46
12/22/2018 7:00,1.01,ft,A,12/22/2018 7:46
12/22/2018 6:55,1,ft,A,12/22/2018 7:46
12/22/2018 6:50,1,ft,A,12/22/2018 7:46
12/22/2018 6:45,1,ft,A,12/22/2018 7:46
12/22/2018 6:40,1,ft,A,12/22/2018 7:46
12/22/2018 6:35,1,ft,A,12/22/2018 7:46
12/22/2018 6:30,1,ft,A,12/22/2018 7:46
12/22/2018 6:25,1,ft,A,12/22/2018 6:46
12/22/2018 6:20,1,ft,A,12/22/2018 6:46
12/22/2018 6:15,1,ft,A,12/22/2018 6:46
12/22/2018 6:10,1,ft,A,12/22/2018 6:46
12/22/2018 6:05,1.01,ft,A,12/22/2018 6:46
12/22/2018 6:00,1.03,ft,A,12/22/2018 6:46
12/22/2018 5:55,1.04,ft,A,12/22/2018 6:46
12/22/2018 5:50,1.05,ft,A,12/22/2018 6:46
12/22/2018 5:45,1.06,ft,A,12/22/2018 6:46
12/22/2018 5:40,1.07,ft,A,12/22/2018 6:46
12/22/2018 5:35,1.07,ft,A,12/22/2018 6:46
12/22/2018 5:30,1.08,ft,A,12/22/2018 6:46
12/22/2018 5:25,1.07,ft,A,12/22/2018 5:46
12/22/2018 5:20,1.06,ft,A,12/22/2018 5:46
12/22/2018 5:15,1.05,ft,A,12/22/2018 5:46
12/22/2018 5:10,1.02,ft,A,12/22/2018 5:46
12/22/2018 5:05,1,ft,A,12/22/2018 5:46
12/22/2018 5:00,0.98,ft,A,12/22/2018 5:46
12/22/2018 4:55,0.99,ft,A,12/22/2018 5:46
12/22/2018 4:50,0.99,ft,A,12/22/2018 5:46
12/22/2018 4:45,1,ft,A,12/22/2018 5:46
12/22/2018 4:40,1,ft,A,12/22/2018 5:46
12/22/2018 4:35,1,ft,A,12/22/2018 5:46
12/22/2018 4:30,1,ft,A,12/22/2018 5:46
12/22/2018 4:25,1,ft,A,12/22/2018 4:46
12/22/2018 4:20,1,ft,A,12/22/2018 4:46
12/22/2018 4:15,0.98,ft,A,12/22/2018 4:46
12/22/2018 4:10,0.97,ft,A,12/22/2018 4:46
12/22/2018 4:05,0.95,ft,A,12/22/2018 4:46
12/22/2018 4:00,0.95,ft,A,12/22/2018 4:46
12/22/2018 3:55,0.96,ft,A,12/22/2018 4:46
12/22/2018 3:50,0.97,ft,A,12/22/2018 4:46
12/22/2018 3:45,0.98,ft,A,12/22/2018 4:46
12/22/2018 3:40,0.99,ft,A,12/22/2018 4:46
12/22/2018 3:35,0.99,ft,A,12/22/2018 4:46
12/22/2018 3:30,0.99,ft,A,12/22/2018 4:46
12/22/2018 3:25,0.98,ft,A,12/22/2018 3:46
12/22/2018 3:20,1,ft,A,12/22/2018 3:46
12/22/2018 3:15,1,ft,A,12/22/2018 3:46
12/22/2018 3:10,0.98,ft,A,12/22/2018 3:46
12/22/2018 3:05,0.97,ft,A,12/22/2018 3:46
12/22/2018 3:00,0.96,ft,A,12/22/2018 3:46
12/22/2018 2:55,0.96,ft,A,12/22/2018 3:46
12/22/2018 2:50,1,ft,A,12/22/2018 3:46
12/22/2018 2:45,1.05,ft,A,12/22/2018 3:46
12/22/2018 2:40,1.09,ft,A,12/22/2018 3:46
12/22/2018 2:35,1.13,ft,A,12/22/2018 3:46
12/22/2018 2:30,1.17,ft,A,12/22/2018 3:46
12/22/2018 2:25,1.21,ft,A,12/22/2018 2:46
12/22/2018 2:20,1.24,ft,A,12/22/2018 2:46
12/22/2018 2:15,1.25,ft,A,12/22/2018 2:46
12/22/2018 2:10,1.27,ft,A,12/22/2018 2:46
12/22/2018 2:05,1.27,ft,A,12/22/2018 2:46
12/22/2018 2:00,1.21,ft,A,12/22/2018 2:46
12/22/2018 1:55,1.15,ft,A,12/22/2018 2:46
12/22/2018 1:50,1.1,ft,A,12/22/2018 2:46
12/22/2018 1:45,1.08,ft,A,12/22/2018 2:46
12/22/2018 1:40,1.05,ft,A,12/22/2018 2:46
12/22/2018 1:35,1.05,ft,A,12/22/2018 2:46
12/22/2018 1:30,1.03,ft,A,12/22/2018 2:46
12/22/2018 1:25,1.01,ft,A,12/22/2018 1:46
12/22/2018 1:20,1,ft,A,12/22/2018 1:46
12/22/2018 1:15,1.01,ft,A,12/22/2018 1:46
12/22/2018 1:10,1.06,ft,A,12/22/2018 1:46
