Reading,Value,Unit,Data Quality,Receive
12/30/2018 18:20,0.33,ft,A,12/30/2018 18:46
12/30/2018 18:15,0.32,ft,A,12/30/2018 18:46
12/30/2018 18:10,0.32,ft,A,12/30/2018 18:46
12/30/2018 18:05,0.32,ft,A,12/30/2018 18:46
12/30/2018 18:00,0.32,ft,A,12/30/2018 18:46
12/30/2018 17:55,0.31,ft,A,12/30/2018 18:46
12/30/2018 17:50,0.32,ft,A,12/30/2018 18:46
12/30/2018 17:45,0.31,ft,A,12/30/2018 18:46
12/30/2018 17:40,0.3,ft,A,12/30/2018 18:46
12/30/2018 17:35,0.29,ft,A,12/30/2018 18:46
12/30/2018 17:30,0.28,ft,A,12/30/2018 18:46
12/30/2018 17:25,0.28,ft,A,12/30/2018 17:46
12/30/2018 17:20,0.27,ft,A,12/30/2018 17:46
12/30/2018 17:15,0.26,ft,A,12/30/2018 17:46
12/30/2018 17:10,0.27,ft,A,12/30/2018 17:46
12/30/2018 17:05,0.28,ft,A,12/30/2018 17:46
12/30/2018 17:00,0.28,ft,A,12/30/2018 17:46
12/30/2018 16:55,0.28,ft,A,12/30/2018 17:46
12/30/2018 16:50,0.29,ft,A,12/30/2018 17:46
12/30/2018 16:45,0.31,ft,A,12/30/2018 17:46
12/30/2018 16:40,0.33,ft,A,12/30/2018 17:46
12/30/2018 16:35,0.34,ft,A,12/30/2018 17:46
12/30/2018 16:30,0.33,ft,A,12/30/2018 17:46
12/30/2018 16:25,0.32,ft,A,12/30/2018 16:46
12/30/2018 16:20,0.32,ft,A,12/30/2018 16:46
12/30/2018 16:15,0.29,ft,A,12/30/2018 16:46
12/30/2018 16:10,0.28,ft,A,12/30/2018 16:46
12/30/2018 16:05,0.27,ft,A,12/30/2018 16:46
12/30/2018 16:00,0.26,ft,A,12/30/2018 16:46
12/30/2018 15:55,0.26,ft,A,12/30/2018 16:46
12/30/2018 15:50,0.25,ft,A,12/30/2018 16:46
12/30/2018 15:45,0.24,ft,A,12/30/2018 16:46
12/30/2018 15:40,0.25,ft,A,12/30/2018 16:46
12/30/2018 15:35,0.25,ft,A,12/30/2018 16:46
12/30/2018 15:30,0.26,ft,A,12/30/2018 16:46
12/30/2018 15:25,0.26,ft,A,12/30/2018 15:46
12/30/2018 15:20,0.25,ft,A,12/30/2018 15:46
12/30/2018 15:15,0.26,ft,A,12/30/2018 15:46
12/30/2018 15:10,0.27,ft,A,12/30/2018 15:46
12/30/2018 15:05,0.26,ft,A,12/30/2018 15:46
12/30/2018 15:00,0.26,ft,A,12/30/2018 15:46
12/30/2018 14:55,0.26,ft,A,12/30/2018 15:46
12/30/2018 14:50,0.27,ft,A,12/30/2018 15:46
12/30/2018 14:45,0.27,ft,A,12/30/2018 15:46
12/30/2018 14:40,0.28,ft,A,12/30/2018 15:46
12/30/2018 14:35,0.28,ft,A,12/30/2018 15:46
12/30/2018 14:30,0.27,ft,A,12/30/2018 15:46
12/30/2018 14:25,0.28,ft,A,12/30/2018 14:46
12/30/2018 14:20,0.28,ft,A,12/30/2018 14:46
12/30/2018 14:15,0.26,ft,A,12/30/2018 14:46
12/30/2018 14:10,0.25,ft,A,12/30/2018 14:46
12/30/2018 14:05,0.26,ft,A,12/30/2018 14:46
12/30/2018 14:00,0.25,ft,A,12/30/2018 14:46
12/30/2018 13:55,0.24,ft,A,12/30/2018 14:46
12/30/2018 13:50,0.24,ft,A,12/30/2018 14:46
12/30/2018 13:45,0.25,ft,A,12/30/2018 14:46
12/30/2018 13:40,0.25,ft,A,12/30/2018 14:46
12/30/2018 13:35,0.24,ft,A,12/30/2018 14:46
12/30/2018 13:30,0.24,ft,A,12/30/2018 14:46
12/30/2018 13:25,0.25,ft,A,12/30/2018 13:46
12/30/2018 13:20,0.27,ft,A,12/30/2018 13:46
12/30/2018 13:15,0.28,ft,A,12/30/2018 13:46
12/30/2018 13:10,0.28,ft,A,12/30/2018 13:46
12/30/2018 13:05,0.27,ft,A,12/30/2018 13:46
12/30/2018 13:00,0.29,ft,A,12/30/2018 13:46
12/30/2018 12:55,0.32,ft,A,12/30/2018 13:46
12/30/2018 12:50,0.33,ft,A,12/30/2018 13:46
12/30/2018 12:45,0.32,ft,A,12/30/2018 13:46
12/30/2018 12:40,0.33,ft,A,12/30/2018 13:46
12/30/2018 12:35,0.32,ft,A,12/30/2018 13:46
12/30/2018 12:30,0.32,ft,A,12/30/2018 13:46
12/30/2018 12:25,0.35,ft,A,12/30/2018 12:46
12/30/2018 12:20,0.36,ft,A,12/30/2018 12:46
12/30/2018 12:15,0.35,ft,A,12/30/2018 12:46
12/30/2018 12:10,0.33,ft,A,12/30/2018 12:46
12/30/2018 12:05,0.33,ft,A,12/30/2018 12:46
12/30/2018 12:00,0.34,ft,A,12/30/2018 12:46
12/30/2018 11:55,0.36,ft,A,12/30/2018 12:46
12/30/2018 11:50,0.38,ft,A,12/30/2018 12:46
12/30/2018 11:45,0.39,ft,A,12/30/2018 12:46
12/30/2018 11:40,0.4,ft,A,12/30/2018 12:46
12/30/2018 11:35,0.41,ft,A,12/30/2018 12:46
12/30/2018 11:30,0.43,ft,A,12/30/2018 12:46
12/30/2018 11:25,0.41,ft,A,12/30/2018 11:46
12/30/2018 11:20,0.41,ft,A,12/30/2018 11:46
12/30/2018 11:15,0.46,ft,A,12/30/2018 11:46
12/30/2018 11:10,0.45,ft,A,12/30/2018 11:46
12/30/2018 11:05,0.4,ft,A,12/30/2018 11:46
12/30/2018 11:00,0.36,ft,A,12/30/2018 11:46
12/30/2018 10:55,0.36,ft,A,12/30/2018 11:46
12/30/2018 10:50,0.39,ft,A,12/30/2018 11:46
12/30/2018 10:45,0.4,ft,A,12/30/2018 11:46
12/30/2018 10:40,0.38,ft,A,12/30/2018 11:46
12/30/2018 10:35,0.35,ft,A,12/30/2018 11:46
12/30/2018 10:30,0.35,ft,A,12/30/2018 11:46
