,dayStart,duration,elev,Duration in Days
0,2014-01-03,26.0,15.06,1.0
1,2014-01-31,2.0,15.14,0.0
2,2014-02-24,7.0,15.34,0.0
3,2014-03-15,2.0,15.32,0.0
4,2014-03-21,1.0,15.13,0.0
5,2014-04-13,13.0,15.4,0.0
6,2014-05-02,7.0,15.96,0.0
7,2014-05-26,6.0,15.08,0.0
8,2015-04-24,7.0,15.31,0.0
9,2015-10-05,14.0,15.59,0.0
10,2015-11-13,24.0,15.26,1.0
11,2015-12-25,87.0,15.25,3.0
12,2016-05-11,23.0,15.24,0.0
13,2016-10-09,20.0,15.51,0.0
14,2017-01-29,9.0,15.22,0.0
15,2017-04-27,25.0,15.38,1.0
16,2017-05-25,18.0,15.13,0.0
17,2017-06-23,8.0,15.02,0.0
18,2018-04-29,12.0,15.22,0.0
19,2018-05-22,17.0,15.41,0.0
20,2018-08-06,6.0,15.19,0.0
21,2018-09-21,146.0,15.26,6.0
22,2019-02-19,34.0,15.17,1.0
23,2019-04-01,13.0,15.41,0.0
24,2019-04-21,11.0,15.13,0.0
25,2019-06-17,13.0,15.49,0.0
26,2020-02-07,27.0,15.75,1.0
27,2020-05-02,11.0,15.49,0.0
28,2020-05-28,46.0,15.01,1.0
29,2020-09-26,3.0,15.07,0.0
30,2020-10-23,3.0,15.1,0.0
31,2020-11-04,80.0,15.46,3.0
32,2021-01-30,44.0,15.73,1.0
33,2021-03-23,26.0,15.44,1.0
34,2022-03-31,2.0,15.04,0.0
35,2022-12-26,2.0,15.43,0.0
36,2023-01-06,3.0,15.08,0.0
37,2023-02-04,2.0,15.01,0.0
38,2023-02-19,7.0,15.15,0.0
