,dayStart,duration,elev,Duration in Days
0,2013-11-29,1.0,5.53,0.0
1,2013-12-01,9.0,6.73,0.0
2,2013-12-12,5.0,6.07,0.0
3,2013-12-22,8.0,8.18,0.0
4,2014-02-09,4.0,9.47,0.0
5,2014-03-07,1.0,9.95,0.0
6,2014-03-09,5.0,9.95,0.0
7,2014-05-12,6.0,9.54,0.0
8,2014-06-09,7.0,9.76,0.0
9,2014-06-20,1.0,5.04,0.0
10,2014-07-02,4.0,5.61,0.0
11,2014-07-10,3.0,5.12,0.0
12,2014-07-16,3.0,5.54,0.0
13,2014-07-24,4.0,5.28,0.0
14,2014-07-30,10.0,5.1,0.0
15,2014-08-16,1.0,5.11,0.0
16,2014-08-20,6.0,5.99,0.0
17,2014-08-28,4.0,5.15,0.0
18,2014-09-03,7.0,5.39,0.0
19,2014-09-12,4.0,9.53,0.0
20,2014-09-17,5.0,6.5,0.0
21,2014-09-24,3.0,5.49,0.0
22,2014-10-16,1.0,8.24,0.0
23,2014-10-19,9.0,9.34,0.0
24,2014-11-27,3.0,7.03,0.0
25,2014-12-04,2.0,6.87,0.0
26,2014-12-14,11.0,9.57,0.0
27,2015-01-05,1.0,9.62,0.0
28,2015-01-12,1.0,9.96,0.0
29,2015-01-26,3.0,8.95,0.0
30,2015-02-07,5.0,9.76,0.0
31,2015-02-13,3.0,5.16,0.0
32,2015-02-17,12.0,7.32,0.0
33,2015-03-23,1.0,9.94,0.0
34,2015-03-31,2.0,9.85,0.0
35,2015-05-11,7.0,9.81,0.0
36,2015-06-17,2.0,5.53,0.0
37,2015-06-25,5.0,5.36,0.0
38,2015-07-03,3.0,5.36,0.0
39,2015-07-09,1.0,7.41,0.0
40,2015-07-11,9.0,9.51,0.0
41,2015-07-21,3.0,5.29,0.0
42,2015-08-06,1.0,5.11,0.0
43,2015-08-13,1.0,5.17,0.0
44,2015-08-28,1.0,5.34,0.0
45,2015-09-26,1.0,5.54,0.0
46,2015-09-30,4.0,5.86,0.0
47,2015-10-23,3.0,9.2,0.0
48,2015-10-28,5.0,6.24,0.0
49,2015-11-03,1.0,8.1,0.0
50,2016-04-18,19.0,9.1,0.0
51,2016-06-19,5.0,8.64,0.0
52,2016-06-27,1.0,7.71,0.0
53,2016-07-04,9.0,7.7,0.0
54,2016-07-24,7.0,8.87,0.0
55,2016-08-02,5.0,6.85,0.0
56,2016-08-11,1.0,9.17,0.0
57,2016-08-13,2.0,8.77,0.0
58,2016-08-16,6.0,5.83,0.0
59,2016-08-23,6.0,5.51,0.0
60,2016-08-31,5.0,6.4,0.0
61,2016-09-09,3.0,5.72,0.0
62,2016-09-14,2.0,5.09,0.0
63,2016-09-21,1.0,6.73,0.0
64,2016-09-26,13.0,8.21,0.0
65,2016-11-01,12.0,9.64,0.0
66,2016-11-16,2.0,5.23,0.0
67,2016-12-09,17.0,5.69,0.0
68,2017-01-03,5.0,5.12,0.0
69,2017-01-12,3.0,9.86,0.0
70,2017-01-18,10.0,9.86,0.0
71,2017-02-10,8.0,9.28,0.0
72,2017-04-02,8.0,5.91,0.0
73,2017-04-16,10.0,9.8,0.0
74,2017-06-18,4.0,9.05,0.0
75,2017-07-03,6.0,9.81,0.0
76,2017-07-12,5.0,5.43,0.0
77,2017-07-29,2.0,5.45,0.0
78,2017-08-02,4.0,5.16,0.0
79,2017-08-11,2.0,5.21,0.0
80,2017-08-14,7.0,5.5,0.0
81,2017-08-23,4.0,5.17,0.0
82,2017-08-31,3.0,5.46,0.0
83,2017-09-07,3.0,5.52,0.0
84,2017-09-14,4.0,5.14,0.0
85,2017-09-22,2.0,5.53,0.0
86,2017-12-15,1.0,5.07,0.0
87,2018-02-01,2.0,6.53,0.0
88,2018-02-19,7.0,5.35,0.0
89,2018-02-28,6.0,6.52,0.0
90,2018-03-09,3.0,9.44,0.0
91,2018-03-25,8.0,5.37,0.0
92,2018-04-17,3.0,9.39,0.0
93,2018-05-16,2.0,9.47,0.0
94,2018-06-12,13.0,9.31,0.0
95,2018-06-27,5.0,6.03,0.0
96,2018-07-03,1.0,7.86,0.0
97,2018-07-07,2.0,9.92,0.0
98,2018-07-11,1.0,5.18,0.0
99,2018-07-18,2.0,6.44,0.0
100,2018-07-25,1.0,5.22,0.0
101,2018-07-28,4.0,5.68,0.0
102,2018-08-20,2.0,9.79,0.0
103,2018-08-24,3.0,9.48,0.0
104,2018-08-29,4.0,7.05,0.0
105,2018-09-06,2.0,5.61,0.0
106,2018-09-12,7.0,5.67,0.0
107,2019-05-26,17.0,9.52,0.0
108,2019-07-04,24.0,9.76,1.0
109,2019-07-30,7.0,6.0,0.0
110,2019-08-07,4.0,5.64,0.0
111,2019-08-14,4.0,7.25,0.0
112,2019-08-21,2.0,5.49,0.0
113,2019-08-24,2.0,5.2,0.0
114,2019-09-04,6.0,5.55,0.0
115,2019-09-24,2.0,5.14,0.0
116,2019-11-03,4.0,5.02,0.0
117,2019-11-17,7.0,9.4,0.0
118,2019-12-02,6.0,5.56,0.0
119,2019-12-30,12.0,9.75,0.0
120,2020-01-27,4.0,9.89,0.0
121,2020-03-10,18.0,8.96,0.0
122,2020-04-11,3.0,10.0,0.0
123,2020-07-17,8.0,8.7,0.0
124,2020-07-29,2.0,5.71,0.0
125,2020-08-04,1.0,9.17,0.0
126,2020-08-09,3.0,9.95,0.0
127,2020-08-17,5.0,9.63,0.0
128,2020-09-13,3.0,8.65,0.0
129,2020-09-17,1.0,8.75,0.0
130,2020-10-13,3.0,8.25,0.0
131,2021-05-05,38.0,9.93,1.0
132,2021-06-19,4.0,9.91,0.0
133,2021-06-24,5.0,9.29,0.0
134,2021-07-06,2.0,6.35,0.0
135,2021-07-10,6.0,9.84,0.0
136,2021-07-17,2.0,9.26,0.0
137,2021-07-20,6.0,6.03,0.0
138,2021-07-27,1.0,6.75,0.0
139,2021-07-31,2.0,7.97,0.0
140,2021-08-04,14.0,6.27,0.0
141,2021-08-20,3.0,5.36,0.0
142,2021-08-24,2.0,6.27,0.0
143,2021-08-28,2.0,8.92,0.0
144,2021-08-31,4.0,5.92,0.0
145,2021-09-10,3.0,5.89,0.0
146,2021-09-14,4.0,5.06,0.0
147,2021-09-22,3.0,6.29,0.0
148,2021-09-29,3.0,8.32,0.0
149,2021-10-06,1.0,5.37,0.0
150,2021-10-16,2.0,6.33,0.0
151,2021-10-20,4.0,6.39,0.0
152,2021-10-31,8.0,6.12,0.0
153,2021-11-10,4.0,5.78,0.0
154,2021-12-10,1.0,5.31,0.0
155,2021-12-15,1.0,5.36,0.0
156,2021-12-22,3.0,6.59,0.0
157,2022-01-04,1.0,7.9,0.0
158,2022-01-06,3.0,8.41,0.0
159,2022-01-14,4.0,9.64,0.0
160,2022-01-21,17.0,9.44,0.0
161,2022-02-15,15.0,6.18,0.0
162,2022-03-05,8.0,9.96,0.0
163,2022-04-10,48.0,9.88,2.0
164,2022-06-14,6.0,9.68,0.0
165,2022-06-24,3.0,5.68,0.0
166,2022-07-13,3.0,5.19,0.0
167,2022-07-21,3.0,5.68,0.0
168,2022-07-29,2.0,5.23,0.0
169,2022-08-06,2.0,5.89,0.0
170,2022-08-09,5.0,7.05,0.0
171,2022-08-19,3.0,6.59,0.0
172,2022-08-25,2.0,5.18,0.0
173,2022-09-01,1.0,5.55,0.0
174,2022-09-08,1.0,5.36,0.0
175,2022-09-14,2.0,5.7,0.0
176,2022-09-20,3.0,5.1,0.0
177,2022-09-28,1.0,5.15,0.0
178,2022-10-02,1.0,5.3,0.0
179,2022-10-10,7.0,5.29,0.0
180,2022-11-18,28.0,5.51,1.0
181,2023-01-11,2.0,9.44,0.0
182,2023-01-20,2.0,9.95,0.0
183,2023-02-13,3.0,9.94,0.0
184,2023-03-01,57.0,9.44,2.0
185,2023-05-15,36.0,9.61,1.0
186,2023-06-21,6.0,5.36,0.0
187,2023-07-03,8.0,9.33,0.0
188,2023-07-12,4.0,6.79,0.0
189,2023-07-18,3.0,5.02,0.0
190,2023-07-24,4.0,8.83,0.0
191,2023-07-30,2.0,7.89,0.0
192,2023-08-02,3.0,5.04,0.0
193,2023-08-15,4.0,6.34,0.0
194,2023-08-22,3.0,5.05,0.0
195,2023-08-31,3.0,5.45,0.0
196,2023-09-07,5.0,5.51,0.0
197,2023-09-23,6.0,5.14,0.0
