,dayStart,duration,elev,Duration in Days
0,2013-11-29,1.0,5.53,0.0
1,2013-12-01,1.0,6.73,0.0
2,2013-12-02,1.0,8.44,0.0
3,2013-12-03,1.0,9.66,0.0
4,2013-12-04,1.0,9.87,0.0
5,2013-12-05,1.0,9.96,0.0
6,2013-12-06,1.0,9.96,0.0
7,2013-12-07,1.0,9.58,0.0
8,2013-12-08,1.0,7.46,0.0
9,2013-12-09,1.0,5.52,0.0
10,2013-12-12,1.0,6.07,0.0
11,2013-12-13,1.0,6.68,0.0
12,2013-12-14,1.0,7.92,0.0
13,2013-12-15,1.0,8.6,0.0
14,2013-12-16,1.0,9.67,0.0
15,2013-12-22,1.0,8.18,0.0
16,2013-12-23,1.0,6.11,0.0
17,2013-12-24,1.0,5.86,0.0
18,2013-12-25,1.0,6.53,0.0
19,2013-12-26,1.0,7.45,0.0
20,2013-12-27,1.0,7.63,0.0
21,2013-12-28,1.0,8.03,0.0
22,2013-12-29,1.0,9.0,0.0
23,2014-02-09,1.0,9.47,0.0
24,2014-02-10,1.0,8.11,0.0
25,2014-02-11,1.0,8.76,0.0
26,2014-02-12,1.0,9.91,0.0
27,2014-03-07,1.0,9.95,0.0
28,2014-03-09,1.0,9.95,0.0
29,2014-03-10,1.0,9.01,0.0
30,2014-03-11,1.0,8.23,0.0
31,2014-03-12,1.0,7.66,0.0
32,2014-03-13,1.0,9.06,0.0
33,2014-05-12,1.0,9.54,0.0
34,2014-05-13,1.0,8.57,0.0
35,2014-05-14,1.0,7.92,0.0
36,2014-05-15,1.0,8.02,0.0
37,2014-05-16,1.0,8.86,0.0
38,2014-05-17,1.0,10.0,0.0
39,2014-06-09,1.0,9.76,0.0
40,2014-06-10,1.0,9.7,0.0
41,2014-06-11,1.0,9.56,0.0
42,2014-06-12,1.0,9.18,0.0
43,2014-06-13,1.0,8.58,0.0
44,2014-06-14,1.0,7.84,0.0
45,2014-06-15,1.0,7.0,0.0
46,2014-06-20,1.0,5.04,0.0
47,2014-07-02,1.0,5.61,0.0
48,2014-07-03,1.0,6.19,0.0
49,2014-07-04,1.0,6.9,0.0
50,2014-07-05,1.0,5.92,0.0
51,2014-07-10,1.0,5.12,0.0
52,2014-07-11,1.0,5.8,0.0
53,2014-07-12,1.0,5.54,0.0
54,2014-07-16,1.0,5.54,0.0
55,2014-07-17,1.0,5.99,0.0
56,2014-07-18,1.0,5.53,0.0
57,2014-07-24,1.0,5.28,0.0
58,2014-07-25,1.0,5.52,0.0
59,2014-07-26,1.0,5.88,0.0
60,2014-07-27,1.0,5.19,0.0
61,2014-07-30,1.0,5.1,0.0
62,2014-07-31,1.0,5.66,0.0
63,2014-08-01,1.0,5.44,0.0
64,2014-08-02,1.0,5.26,0.0
65,2014-08-03,1.0,6.51,0.0
66,2014-08-04,1.0,6.81,0.0
67,2014-08-05,1.0,6.46,0.0
68,2014-08-06,1.0,6.97,0.0
69,2014-08-07,1.0,7.3,0.0
70,2014-08-08,1.0,6.12,0.0
71,2014-08-16,1.0,5.11,0.0
72,2014-08-20,1.0,5.99,0.0
73,2014-08-21,1.0,7.34,0.0
74,2014-08-22,1.0,8.44,0.0
75,2014-08-23,1.0,8.9,0.0
76,2014-08-24,1.0,7.23,0.0
77,2014-08-25,1.0,5.06,0.0
78,2014-08-28,1.0,5.15,0.0
79,2014-08-29,1.0,6.02,0.0
80,2014-08-30,1.0,6.73,0.0
81,2014-08-31,1.0,5.81,0.0
82,2014-09-03,1.0,5.39,0.0
83,2014-09-04,1.0,8.06,0.0
84,2014-09-05,1.0,8.53,0.0
85,2014-09-06,1.0,8.96,0.0
86,2014-09-07,1.0,7.17,0.0
87,2014-09-08,1.0,5.34,0.0
88,2014-09-09,1.0,5.49,0.0
89,2014-09-12,1.0,9.53,0.0
90,2014-09-13,1.0,8.36,0.0
91,2014-09-14,1.0,6.73,0.0
92,2014-09-15,1.0,5.19,0.0
93,2014-09-17,1.0,6.5,0.0
94,2014-09-18,1.0,7.58,0.0
95,2014-09-19,1.0,7.09,0.0
96,2014-09-20,1.0,6.46,0.0
97,2014-09-21,1.0,5.42,0.0
98,2014-09-24,1.0,5.49,0.0
99,2014-09-25,1.0,5.38,0.0
100,2014-09-26,1.0,5.27,0.0
101,2014-10-16,1.0,8.24,0.0
102,2014-10-19,1.0,9.34,0.0
103,2014-10-20,1.0,9.37,0.0
104,2014-10-21,1.0,9.54,0.0
105,2014-10-22,1.0,9.53,0.0
106,2014-10-23,1.0,9.4,0.0
107,2014-10-24,1.0,9.32,0.0
108,2014-10-25,1.0,9.39,0.0
109,2014-10-26,1.0,8.34,0.0
110,2014-10-27,1.0,6.25,0.0
111,2014-11-27,1.0,7.03,0.0
112,2014-11-28,1.0,7.87,0.0
113,2014-11-29,1.0,5.88,0.0
114,2014-12-04,1.0,6.87,0.0
115,2014-12-05,1.0,9.31,0.0
116,2014-12-14,1.0,9.57,0.0
117,2014-12-15,1.0,8.29,0.0
118,2014-12-16,1.0,8.46,0.0
119,2014-12-17,1.0,8.62,0.0
120,2014-12-18,1.0,8.52,0.0
121,2014-12-19,1.0,8.39,0.0
122,2014-12-20,1.0,8.23,0.0
123,2014-12-21,1.0,6.62,0.0
124,2014-12-22,1.0,5.42,0.0
125,2014-12-23,1.0,7.54,0.0
126,2014-12-24,1.0,9.4,0.0
127,2015-01-05,1.0,9.62,0.0
128,2015-01-12,1.0,9.96,0.0
129,2015-01-26,1.0,8.95,0.0
130,2015-01-27,1.0,8.25,0.0
131,2015-01-28,1.0,9.72,0.0
132,2015-02-07,1.0,9.76,0.0
133,2015-02-08,1.0,7.63,0.0
134,2015-02-09,1.0,5.92,0.0
135,2015-02-10,1.0,5.39,0.0
136,2015-02-11,1.0,5.18,0.0
137,2015-02-13,1.0,5.16,0.0
138,2015-02-14,1.0,5.51,0.0
139,2015-02-15,1.0,5.05,0.0
140,2015-02-17,1.0,7.32,0.0
141,2015-02-18,1.0,9.38,0.0
142,2015-02-19,1.0,9.57,0.0
143,2015-02-20,1.0,9.72,0.0
