,dayStart,duration,elev,Duration in Days
0,2023-02-03 10:00:00,11.0,1.61,0.5
1,2023-02-03 22:00:00,1.0,1.54,0.0
2,2023-02-05 10:00:00,17.0,1.54,0.7
3,2023-02-06 04:00:00,4.0,1.99,0.2
4,2023-02-07 03:00:00,3.0,1.9,0.1
5,2023-02-07 08:00:00,3.0,1.54,0.1
6,2023-02-12 23:00:00,5.0,1.52,0.2
7,2023-02-13 05:00:00,3.0,1.54,0.1
8,2023-02-14 03:00:00,4.0,1.53,0.2
9,2023-02-21 18:00:00,1.0,1.52,0.0
10,2023-02-23 15:00:00,7.0,1.62,0.3
11,2023-03-02 14:00:00,1.0,1.72,0.0
12,2023-06-27 02:00:00,1.0,1.59,0.0
13,2023-06-27 06:00:00,1.0,1.55,0.0
14,2023-06-27 17:00:00,1.0,1.52,0.0
15,2023-07-07 18:00:00,1.0,1.79,0.0
16,2023-07-07 20:00:00,1.0,1.51,0.0
17,2023-07-07 22:00:00,2.0,1.56,0.1
18,2023-07-08 02:00:00,2.0,1.52,0.1
19,2023-07-08 06:00:00,4.0,1.55,0.2
20,2023-07-09 06:00:00,6.0,1.51,0.2
21,2023-07-27 18:00:00,3.0,1.58,0.1
22,2023-07-31 08:00:00,5.0,1.84,0.2
23,2023-07-31 16:00:00,4.0,1.99,0.2
24,2023-08-01 08:00:00,6.0,2.0,0.2
25,2023-08-04 03:00:00,14.0,1.54,0.6
26,2023-08-05 10:00:00,90.0,2.0,3.8
27,2023-08-09 11:00:00,33.0,1.68,1.4
28,2023-08-11 02:00:00,1.0,1.98,0.0
29,2023-08-11 09:00:00,103.0,1.89,4.3
30,2023-08-31 04:00:00,5.0,1.56,0.2
31,2023-09-24 00:00:00,27.0,1.56,1.1
