,dayStart,duration,elev,Duration in Days
0,2023-01-01 00:00:00,260.0,0.79,10.8
1,2023-01-12 04:00:00,534.0,0.47,22.2
2,2023-02-03 21:00:00,1.0,1.5,0.0
3,2023-02-03 23:00:00,35.0,1.45,1.5
4,2023-02-07 06:00:00,2.0,1.4,0.1
5,2023-02-07 11:00:00,132.0,0.65,5.5
6,2023-02-13 04:00:00,1.0,1.46,0.0
7,2023-02-13 08:00:00,19.0,1.5,0.8
8,2023-02-21 19:00:00,44.0,0.94,1.8
9,2023-03-02 15:00:00,227.0,0.65,9.5
10,2023-03-12 03:00:00,2567.0,0.19,107.0
11,2023-06-27 03:00:00,3.0,1.38,0.1
12,2023-06-27 07:00:00,10.0,1.46,0.4
13,2023-06-27 18:00:00,231.0,1.37,9.6
14,2023-07-07 19:00:00,1.0,1.49,0.0
15,2023-07-07 21:00:00,1.0,1.45,0.0
16,2023-07-08 00:00:00,2.0,1.45,0.1
17,2023-07-08 04:00:00,2.0,1.46,0.1
18,2023-07-08 10:00:00,20.0,1.49,0.8
19,2023-07-09 12:00:00,438.0,1.48,18.2
20,2023-08-01 14:00:00,61.0,1.4,2.5
21,2023-08-09 04:00:00,7.0,1.48,0.3
22,2023-08-15 16:00:00,372.0,1.19,15.5
23,2023-08-31 09:00:00,567.0,1.49,23.6
24,2023-09-25 03:00:00,473.0,1.49,19.7
25,2023-10-14 21:00:00,544.0,1.45,22.7
