,dayStart,duration,elev,Duration in Days
0,2023-02-06 03:00:00,1.0,2.01,0.0
1,2023-02-06 08:00:00,2.0,2.06,0.1
2,2023-02-06 11:00:00,3.0,2.84,0.1
3,2023-02-06 21:00:00,6.0,2.9,0.2
4,2023-02-14 07:00:00,2.0,2.48,0.1
5,2023-02-14 12:00:00,3.0,2.72,0.1
6,2023-02-19 15:00:00,35.0,2.94,1.5
7,2023-02-21 17:00:00,1.0,2.84,0.0
8,2023-02-23 22:00:00,17.0,2.14,0.7
9,2023-02-24 23:00:00,82.0,2.98,3.4
10,2023-02-28 13:00:00,3.0,2.96,0.1
11,2023-02-28 17:00:00,45.0,2.91,1.9
12,2023-07-07 10:00:00,8.0,2.93,0.3
13,2023-07-28 13:00:00,67.0,2.98,2.8
14,2023-07-31 13:00:00,3.0,2.05,0.1
15,2023-07-31 20:00:00,12.0,2.02,0.5
16,2023-08-04 17:00:00,17.0,2.24,0.7
17,2023-08-10 20:00:00,6.0,2.01,0.2
18,2023-08-11 03:00:00,3.0,2.02,0.1
